timestamp,value,bucket,day
2025-01-11 00:00:00,bed,1_4_13,2025-01-11
2025-01-11 00:01:20,bed,1_4_13,2025-01-11
2025-01-11 00:02:22,bed,1_4_13,2025-01-11
2025-01-11 00:03:36,bed,1_4_13,2025-01-11
2025-01-11 00:04:36,bed,1_4_13,2025-01-11
2025-01-11 00:05:37,bed,1_4_13,2025-01-11
2025-01-11 00:06:42,bed,1_4_13,2025-01-11
2025-01-11 00:07:55,bed,1_4_13,2025-01-11
2025-01-11 00:09:02,bed,1_4_13,2025-01-11
2025-01-11 00:10:08,bed,1_4_13,2025-01-11
2025-01-11 00:11:27,bed,1_4_13,2025-01-11
2025-01-11 00:12:46,bed,1_4_13,2025-01-11
2025-01-11 00:13:47,bed,1_4_13,2025-01-11
2025-01-11 00:14:54,bed,1_4_13,2025-01-11
2025-01-11 00:15:59,bed,1_4_13,2025-01-11
2025-01-11 00:17:14,bed,1_4_13,2025-01-11
2025-01-11 00:18:25,bed,1_4_13,2025-01-11
2025-01-11 00:19:42,bed,1_4_13,2025-01-11
2025-01-11 00:20:55,bed,1_4_13,2025-01-11
2025-01-11 00:21:57,bed,1_4_13,2025-01-11
2025-01-11 00:23:07,bed,1_4_13,2025-01-11
2025-01-11 00:24:13,bed,1_4_13,2025-01-11
2025-01-11 00:25:28,bed,1_4_13,2025-01-11
2025-01-11 00:26:41,bed,1_4_13,2025-01-11
2025-01-11 00:28:01,bed,1_4_13,2025-01-11
2025-01-11 00:29:14,bed,1_4_13,2025-01-11
2025-01-11 00:30:24,bed,1_4_13,2025-01-11
2025-01-11 00:31:40,bed,1_4_13,2025-01-11
2025-01-11 00:32:51,bed,1_4_13,2025-01-11
2025-01-11 00:34:03,bed,1_4_13,2025-01-11
2025-01-11 00:35:14,bed,1_4_13,2025-01-11
2025-01-11 00:36:18,bed,1_4_13,2025-01-11
2025-01-11 00:37:32,bed,1_4_13,2025-01-11
2025-01-11 00:38:42,bed,1_4_13,2025-01-11
2025-01-11 00:39:56,bed,1_4_13,2025-01-11
2025-01-11 00:41:16,bed,1_4_13,2025-01-11
2025-01-11 00:42:20,bed,1_4_13,2025-01-11
2025-01-11 00:43:30,bed,1_4_13,2025-01-11
