timestamp,value,bucket,day
2025-01-15 01:00:00,bed,1_4_13,2025-01-15
2025-01-15 01:01:16,bed,1_4_13,2025-01-15
2025-01-15 01:02:30,bed,1_4_13,2025-01-15
2025-01-15 01:03:31,bed,1_4_13,2025-01-15
2025-01-15 01:04:35,bed,1_4_13,2025-01-15
2025-01-15 01:05:36,bed,1_4_13,2025-01-15
2025-01-15 01:06:36,bed,1_4_13,2025-01-15
2025-01-15 01:07:44,bed,1_4_13,2025-01-15
2025-01-15 01:08:49,bed,1_4_13,2025-01-15
2025-01-15 01:10:07,bed,1_4_13,2025-01-15
2025-01-15 01:11:27,bed,1_4_13,2025-01-15
2025-01-15 01:12:41,bed,1_4_13,2025-01-15
2025-01-15 01:14:01,bed,1_4_13,2025-01-15
2025-01-15 01:15:16,bed,1_4_13,2025-01-15
2025-01-15 01:16:27,bed,1_4_13,2025-01-15
2025-01-15 01:17:41,bed,1_4_13,2025-01-15
2025-01-15 01:18:42,bed,1_4_13,2025-01-15
2025-01-15 01:19:42,bed,1_4_13,2025-01-15
2025-01-15 01:20:58,bed,1_4_13,2025-01-15
2025-01-15 01:22:02,bed,1_4_13,2025-01-15
2025-01-15 01:23:22,bed,1_4_13,2025-01-15
2025-01-15 01:24:31,bed,1_4_13,2025-01-15
2025-01-15 01:25:40,bed,1_4_13,2025-01-15
2025-01-15 01:26:58,bed,1_4_13,2025-01-15
2025-01-15 01:28:13,bed,1_4_13,2025-01-15
2025-01-15 01:29:19,bed,1_4_13,2025-01-15
2025-01-15 01:30:27,bed,1_4_13,2025-01-15
2025-01-15 01:31:45,bed,1_4_13,2025-01-15
2025-01-15 01:32:50,bed,1_4_13,2025-01-15
2025-01-15 01:33:57,bed,1_4_13,2025-01-15
2025-01-15 01:35:13,bed,1_4_13,2025-01-15
2025-01-15 01:36:23,bed,1_4_13,2025-01-15
2025-01-15 01:37:37,bed,1_4_13,2025-01-15
2025-01-15 01:38:42,bed,1_4_13,2025-01-15
2025-01-15 01:39:43,bed,1_4_13,2025-01-15
2025-01-15 01:40:58,bed,1_4_13,2025-01-15
2025-01-15 01:42:16,bed,1_4_13,2025-01-15
2025-01-15 01:43:23,bed,1_4_13,2025-01-15
2025-01-15 01:44:26,bed,1_4_13,2025-01-15
2025-01-15 01:45:35,bed,1_4_13,2025-01-15
2025-01-15 01:46:43,bed,1_4_13,2025-01-15
2025-01-15 01:47:59,bed,1_4_13,2025-01-15
2025-01-15 01:49:12,bed,1_4_13,2025-01-15
2025-01-15 01:50:27,bed,1_4_13,2025-01-15
2025-01-15 01:51:30,bed,1_4_13,2025-01-15
2025-01-15 01:52:44,bed,1_4_13,2025-01-15
2025-01-15 01:53:48,bed,1_4_13,2025-01-15
2025-01-15 01:55:01,bed,1_4_13,2025-01-15
2025-01-15 01:56:12,bed,1_4_13,2025-01-15
2025-01-15 01:57:32,bed,1_4_13,2025-01-15
2025-01-15 01:58:35,bed,1_4_13,2025-01-15
2025-01-15 01:59:52,bed,1_4_13,2025-01-15
2025-01-15 02:01:07,bed,1_4_13,2025-01-15
2025-01-15 02:02:08,bed,1_4_13,2025-01-15
2025-01-15 02:03:09,bed,1_4_13,2025-01-15
2025-01-15 02:04:11,bed,1_4_13,2025-01-15
2025-01-15 02:05:17,bed,1_4_13,2025-01-15
2025-01-15 02:06:19,bed,1_4_13,2025-01-15
2025-01-15 02:07:39,bed,1_4_13,2025-01-15
2025-01-15 02:08:46,bed,1_4_13,2025-01-15
2025-01-15 02:09:57,bed,1_4_13,2025-01-15
2025-01-15 02:10:58,bed,1_4_13,2025-01-15
2025-01-15 02:12:01,bed,1_4_13,2025-01-15
2025-01-15 02:13:13,bed,1_4_13,2025-01-15
2025-01-15 02:14:24,bed,1_4_13,2025-01-15
2025-01-15 02:15:34,bed,1_4_13,2025-01-15
2025-01-15 02:16:46,bed,1_4_13,2025-01-15
2025-01-15 02:17:49,bed,1_4_13,2025-01-15
2025-01-15 02:18:50,bed,1_4_13,2025-01-15
2025-01-15 02:19:59,bed,1_4_13,2025-01-15
2025-01-15 02:21:05,bed,1_4_13,2025-01-15
2025-01-15 02:22:11,bed,1_4_13,2025-01-15
2025-01-15 02:23:20,bed,1_4_13,2025-01-15
2025-01-15 02:24:20,bed,1_4_13,2025-01-15
2025-01-15 02:25:27,bed,1_4_13,2025-01-15
2025-01-15 02:26:40,bed,1_4_13,2025-01-15
2025-01-15 02:27:49,bed,1_4_13,2025-01-15
2025-01-15 02:28:53,bed,1_4_13,2025-01-15
2025-01-15 02:29:54,bed,1_4_13,2025-01-15
2025-01-15 02:31:13,bed,1_4_13,2025-01-15
2025-01-15 02:32:31,bed,1_4_13,2025-01-15
2025-01-15 02:33:48,bed,1_4_13,2025-01-15
2025-01-15 02:34:55,bed,1_4_13,2025-01-15
2025-01-15 02:36:09,bed,1_4_13,2025-01-15
2025-01-15 02:37:19,bed,1_4_13,2025-01-15
2025-01-15 02:38:30,bed,1_4_13,2025-01-15
2025-01-15 02:39:36,bed,1_4_13,2025-01-15
2025-01-15 02:40:50,bed,1_4_13,2025-01-15
2025-01-15 02:42:09,bed,1_4_13,2025-01-15
2025-01-15 02:43:11,bed,1_4_13,2025-01-15
2025-01-15 02:44:20,bed,1_4_13,2025-01-15
2025-01-15 02:45:25,bed,1_4_13,2025-01-15
2025-01-15 02:46:32,bed,1_4_13,2025-01-15
2025-01-15 02:47:34,bed,1_4_13,2025-01-15
2025-01-15 02:48:41,bed,1_4_13,2025-01-15
2025-01-15 02:50:00,bed,1_4_13,2025-01-15
2025-01-15 02:51:12,bed,1_4_13,2025-01-15
2025-01-15 02:52:26,bed,1_4_13,2025-01-15
2025-01-15 02:53:42,bed,1_4_13,2025-01-15
2025-01-15 02:54:56,bed,1_4_13,2025-01-15
2025-01-15 02:56:12,bed,1_4_13,2025-01-15
2025-01-15 02:57:21,bed,1_4_13,2025-01-15
2025-01-15 02:58:34,bed,1_4_13,2025-01-15
2025-01-15 02:59:39,bed,1_4_13,2025-01-15
2025-01-15 03:00:51,bed,1_4_13,2025-01-15
2025-01-15 03:02:05,bed,1_4_13,2025-01-15
2025-01-15 03:03:06,bed,1_4_13,2025-01-15
2025-01-15 03:04:08,bed,1_4_13,2025-01-15
2025-01-15 03:05:25,bed,1_4_13,2025-01-15
2025-01-15 03:06:31,bed,1_4_13,2025-01-15
2025-01-15 03:07:47,bed,1_4_13,2025-01-15
2025-01-15 03:08:57,bed,1_4_13,2025-01-15
2025-01-15 03:10:03,bed,1_4_13,2025-01-15
2025-01-15 03:11:16,bed,1_4_13,2025-01-15
2025-01-15 03:12:35,bed,1_4_13,2025-01-15
2025-01-15 03:13:40,bed,1_4_13,2025-01-15
2025-01-15 03:14:57,bed,1_4_13,2025-01-15
2025-01-15 03:16:06,bed,1_4_13,2025-01-15
2025-01-15 03:17:09,bed,1_4_13,2025-01-15
2025-01-15 03:18:25,bed,1_4_13,2025-01-15
2025-01-15 03:19:40,bed,1_4_13,2025-01-15
2025-01-15 03:20:51,bed,1_4_13,2025-01-15
2025-01-15 03:21:58,bed,1_4_13,2025-01-15
2025-01-15 03:23:14,bed,1_4_13,2025-01-15
2025-01-15 03:24:29,bed,1_4_13,2025-01-15
2025-01-15 03:25:35,bed,1_4_13,2025-01-15
2025-01-15 03:26:42,bed,1_4_13,2025-01-15
2025-01-15 03:27:50,bed,1_4_13,2025-01-15
2025-01-15 03:28:58,bed,1_4_13,2025-01-15
2025-01-15 03:30:15,bed,1_4_13,2025-01-15
2025-01-15 03:31:25,bed,1_4_13,2025-01-15
2025-01-15 03:32:38,bed,1_4_13,2025-01-15
2025-01-15 03:33:38,bed,1_4_13,2025-01-15
2025-01-15 03:34:57,bed,1_4_13,2025-01-15
2025-01-15 03:36:09,bed,1_4_13,2025-01-15
2025-01-15 03:37:19,bed,1_4_13,2025-01-15
2025-01-15 03:38:34,bed,1_4_13,2025-01-15
2025-01-15 03:39:44,bed,1_4_13,2025-01-15
2025-01-15 03:40:44,bed,1_4_13,2025-01-15
2025-01-15 03:41:55,bed,1_4_13,2025-01-15
2025-01-15 03:43:10,bed,1_4_13,2025-01-15
2025-01-15 03:44:17,bed,1_4_13,2025-01-15
2025-01-15 03:45:20,bed,1_4_13,2025-01-15
2025-01-15 03:46:32,bed,1_4_13,2025-01-15
2025-01-15 03:47:42,bed,1_4_13,2025-01-15
2025-01-15 03:48:46,bed,1_4_13,2025-01-15
2025-01-15 03:49:59,bed,1_4_13,2025-01-15
2025-01-15 03:51:02,bed,1_4_13,2025-01-15
2025-01-15 03:52:05,bed,1_4_13,2025-01-15
2025-01-15 03:53:14,bed,1_4_13,2025-01-15
2025-01-15 03:54:27,bed,1_4_13,2025-01-15
2025-01-15 03:55:28,bed,1_4_13,2025-01-15
2025-01-15 03:56:39,bed,1_4_13,2025-01-15
2025-01-15 03:57:49,bed,1_4_13,2025-01-15
2025-01-15 03:58:57,bed,1_4_13,2025-01-15
2025-01-15 04:00:14,bed,1_4_13,2025-01-15
2025-01-15 04:01:33,bed,1_4_13,2025-01-15
2025-01-15 04:02:51,bed,1_4_13,2025-01-15
2025-01-15 04:04:00,bed,1_4_13,2025-01-15
2025-01-15 04:05:16,bed,1_4_13,2025-01-15
2025-01-15 04:06:33,bed,1_4_13,2025-01-15
2025-01-15 04:07:51,bed,1_4_13,2025-01-15
2025-01-15 04:09:10,bed,1_4_13,2025-01-15
2025-01-15 04:10:15,bed,1_4_13,2025-01-15
2025-01-15 04:11:22,bed,1_4_13,2025-01-15
2025-01-15 04:12:37,bed,1_4_13,2025-01-15
