timestamp,bucket,_measurement,_field,value,voltage
2025-01-05T00:00:00,1_2_7,battery,soc,49.99,3.77
2025-01-05T00:00:00,1_3_10,battery,soc,99.97,3.88
2025-01-05T00:01:26,1_2_7,battery,soc,49.94,3.79
2025-01-05T00:01:26,1_3_10,battery,soc,99.93,3.82
2025-01-05T00:02:39,1_2_7,battery,soc,49.91,3.99
2025-01-05T00:02:39,1_3_10,battery,soc,99.9,3.82
2025-01-05T00:03:43,1_2_7,battery,soc,49.87,3.77
2025-01-05T00:03:43,1_3_10,battery,soc,99.88,3.97
2025-01-05T00:05:03,1_2_7,battery,soc,49.85,3.71
2025-01-05T00:05:03,1_3_10,battery,soc,99.84,3.89
2025-01-05T00:06:15,1_2_7,battery,soc,49.8,3.71
2025-01-05T00:06:15,1_3_10,battery,soc,99.8,3.79
2025-01-05T00:07:16,1_2_7,battery,soc,49.77,3.75
2025-01-05T00:07:16,1_3_10,battery,soc,99.78,3.98
2025-01-05T00:08:18,1_2_7,battery,soc,49.76,3.93
2025-01-05T00:08:18,1_3_10,battery,soc,99.73,3.87
2025-01-05T00:09:20,1_2_7,battery,soc,49.72,3.77
2025-01-05T00:09:20,1_3_10,battery,soc,99.68,4.0
2025-01-05T00:10:44,1_2_7,battery,soc,49.69,3.89
2025-01-05T00:10:44,1_3_10,battery,soc,99.65,3.92
2025-01-05T00:12:05,1_2_7,battery,soc,49.65,3.95
2025-01-05T00:12:05,1_3_10,battery,soc,99.62,3.7
2025-01-05T00:13:28,1_2_7,battery,soc,49.64,3.81
2025-01-05T00:13:28,1_3_10,battery,soc,99.58,3.87
2025-01-05T00:14:56,1_2_7,battery,soc,49.61,3.78
2025-01-05T00:14:56,1_3_10,battery,soc,99.55,3.76
2025-01-05T00:16:07,1_2_7,battery,soc,49.6,3.95
2025-01-05T00:16:07,1_3_10,battery,soc,99.53,3.9
2025-01-05T00:17:20,1_2_7,battery,soc,49.57,3.87
2025-01-05T00:17:20,1_3_10,battery,soc,99.5,3.76
2025-01-05T00:18:32,1_2_7,battery,soc,49.56,3.74
2025-01-05T00:18:32,1_3_10,battery,soc,99.47,3.92
2025-01-05T00:19:33,1_2_7,battery,soc,49.53,3.91
2025-01-05T00:19:33,1_3_10,battery,soc,99.43,3.93
2025-01-05T00:20:40,1_2_7,battery,soc,49.5,3.98
2025-01-05T00:20:40,1_3_10,battery,soc,99.41,3.71
2025-01-05T00:22:03,1_2_7,battery,soc,49.46,3.71
2025-01-05T00:22:03,1_3_10,battery,soc,99.38,3.78
2025-01-05T00:23:19,1_2_7,battery,soc,49.43,3.77
2025-01-05T00:23:19,1_3_10,battery,soc,99.33,3.72
2025-01-05T00:24:44,1_2_7,battery,soc,49.41,3.96
2025-01-05T00:24:44,1_3_10,battery,soc,99.29,3.88
2025-01-05T00:26:09,1_2_7,battery,soc,49.38,3.94
2025-01-05T00:26:09,1_3_10,battery,soc,99.27,3.87
2025-01-05T00:27:26,1_2_7,battery,soc,49.37,3.73
2025-01-05T00:27:26,1_3_10,battery,soc,99.23,3.76
2025-01-05T00:28:47,1_2_7,battery,soc,49.36,3.74
2025-01-05T00:28:47,1_3_10,battery,soc,99.19,3.71
2025-01-05T00:30:16,1_2_7,battery,soc,49.34,3.85
2025-01-05T00:30:16,1_3_10,battery,soc,99.14,3.9
2025-01-05T00:31:41,1_2_7,battery,soc,49.32,3.83
2025-01-05T00:31:41,1_3_10,battery,soc,99.11,3.83
2025-01-05T00:33:03,1_2_7,battery,soc,49.29,3.81
