timestamp,value,bucket,day
2024-11-30 00:00:00,bed,1_4_13,2024-11-30
2024-11-30 00:01:00,bed,1_4_13,2024-11-30
2024-11-30 00:02:14,bed,1_4_13,2024-11-30
2024-11-30 00:03:30,bed,1_4_13,2024-11-30
2024-11-30 00:04:30,bed,1_4_13,2024-11-30
2024-11-30 00:05:48,bed,1_4_13,2024-11-30
2024-11-30 00:06:48,bed,1_4_13,2024-11-30
2024-11-30 00:07:51,bed,1_4_13,2024-11-30
2024-11-30 00:08:58,bed,1_4_13,2024-11-30
2024-11-30 00:10:03,bed,1_4_13,2024-11-30
2024-11-30 00:11:14,bed,1_4_13,2024-11-30
2024-11-30 00:12:19,bed,1_4_13,2024-11-30
2024-11-30 00:13:33,bed,1_4_13,2024-11-30
2024-11-30 00:14:42,bed,1_4_13,2024-11-30
2024-11-30 00:15:43,bed,1_4_13,2024-11-30
2024-11-30 00:16:45,bed,1_4_13,2024-11-30
2024-11-30 00:17:50,bed,1_4_13,2024-11-30
2024-11-30 00:18:52,bed,1_4_13,2024-11-30
2024-11-30 00:20:03,bed,1_4_13,2024-11-30
2024-11-30 00:21:07,bed,1_4_13,2024-11-30
2024-11-30 00:22:13,bed,1_4_13,2024-11-30
2024-11-30 00:23:15,bed,1_4_13,2024-11-30
2024-11-30 00:24:34,bed,1_4_13,2024-11-30
2024-11-30 00:25:38,bed,1_4_13,2024-11-30
2024-11-30 00:26:40,bed,1_4_13,2024-11-30
2024-11-30 00:27:40,bed,1_4_13,2024-11-30
2024-11-30 00:29:00,bed,1_4_13,2024-11-30
2024-11-30 00:30:02,bed,1_4_13,2024-11-30
2024-11-30 00:31:07,bed,1_4_13,2024-11-30
2024-11-30 00:32:27,bed,1_4_13,2024-11-30
2024-11-30 00:33:34,bed,1_4_13,2024-11-30
2024-11-30 00:34:38,bed,1_4_13,2024-11-30
2024-11-30 00:35:52,bed,1_4_13,2024-11-30
2024-11-30 00:37:09,bed,1_4_13,2024-11-30
2024-11-30 00:38:28,bed,1_4_13,2024-11-30
2024-11-30 00:39:43,bed,1_4_13,2024-11-30
2024-11-30 00:40:54,bed,1_4_13,2024-11-30
2024-11-30 00:41:57,bed,1_4_13,2024-11-30
2024-11-30 00:43:17,bed,1_4_13,2024-11-30
2024-11-30 00:44:25,bed,1_4_13,2024-11-30
2024-11-30 00:45:32,bed,1_4_13,2024-11-30
2024-11-30 00:46:42,bed,1_4_13,2024-11-30
2024-11-30 00:47:48,bed,1_4_13,2024-11-30
2024-11-30 00:48:55,bed,1_4_13,2024-11-30
2024-11-30 00:50:11,bed,1_4_13,2024-11-30
2024-11-30 00:51:30,bed,1_4_13,2024-11-30
2024-11-30 00:52:39,bed,1_4_13,2024-11-30
2024-11-30 00:53:58,bed,1_4_13,2024-11-30
2024-11-30 00:55:14,bed,1_4_13,2024-11-30
2024-11-30 00:56:28,bed,1_4_13,2024-11-30
2024-11-30 00:57:47,bed,1_4_13,2024-11-30
2024-11-30 00:58:50,bed,1_4_13,2024-11-30
2024-11-30 01:00:04,bed,1_4_13,2024-11-30
2024-11-30 01:01:07,bed,1_4_13,2024-11-30
2024-11-30 01:02:13,bed,1_4_13,2024-11-30
2024-11-30 01:03:32,bed,1_4_13,2024-11-30
2024-11-30 01:04:40,bed,1_4_13,2024-11-30
2024-11-30 01:05:45,bed,1_4_13,2024-11-30
2024-11-30 01:06:54,bed,1_4_13,2024-11-30
2024-11-30 01:08:10,bed,1_4_13,2024-11-30
2024-11-30 01:09:21,bed,1_4_13,2024-11-30
2024-11-30 01:10:30,bed,1_4_13,2024-11-30
2024-11-30 01:11:41,bed,1_4_13,2024-11-30
2024-11-30 01:12:50,bed,1_4_13,2024-11-30
2024-11-30 01:13:58,bed,1_4_13,2024-11-30
2024-11-30 01:15:12,bed,1_4_13,2024-11-30
2024-11-30 01:16:14,bed,1_4_13,2024-11-30
2024-11-30 01:17:17,bed,1_4_13,2024-11-30
2024-11-30 01:18:30,bed,1_4_13,2024-11-30
2024-11-30 01:19:38,bed,1_4_13,2024-11-30
2024-11-30 01:20:38,bed,1_4_13,2024-11-30
2024-11-30 01:21:38,bed,1_4_13,2024-11-30
2024-11-30 01:22:40,bed,1_4_13,2024-11-30
2024-11-30 01:23:43,bed,1_4_13,2024-11-30
2024-11-30 01:24:45,bed,1_4_13,2024-11-30
2024-11-30 01:25:58,bed,1_4_13,2024-11-30
2024-11-30 01:27:17,bed,1_4_13,2024-11-30
2024-11-30 01:28:27,bed,1_4_13,2024-11-30
2024-11-30 01:29:29,bed,1_4_13,2024-11-30
2024-11-30 01:30:38,bed,1_4_13,2024-11-30
2024-11-30 01:31:41,bed,1_4_13,2024-11-30
2024-11-30 01:32:57,bed,1_4_13,2024-11-30
2024-11-30 01:34:00,bed,1_4_13,2024-11-30
2024-11-30 01:35:16,bed,1_4_13,2024-11-30
2024-11-30 01:36:23,bed,1_4_13,2024-11-30
2024-11-30 01:37:36,bed,1_4_13,2024-11-30
2024-11-30 01:38:44,bed,1_4_13,2024-11-30
2024-11-30 01:39:46,bed,1_4_13,2024-11-30
2024-11-30 01:40:53,bed,1_4_13,2024-11-30
2024-11-30 01:42:11,bed,1_4_13,2024-11-30
2024-11-30 01:43:14,bed,1_4_13,2024-11-30
2024-11-30 01:44:16,bed,1_4_13,2024-11-30
2024-11-30 01:45:28,bed,1_4_13,2024-11-30
2024-11-30 01:46:39,bed,1_4_13,2024-11-30
2024-11-30 01:47:39,bed,1_4_13,2024-11-30
2024-11-30 01:48:59,bed,1_4_13,2024-11-30
2024-11-30 01:50:09,bed,1_4_13,2024-11-30
2024-11-30 01:51:21,bed,1_4_13,2024-11-30
2024-11-30 01:52:31,bed,1_4_13,2024-11-30
2024-11-30 01:53:45,bed,1_4_13,2024-11-30
2024-11-30 01:54:58,bed,1_4_13,2024-11-30
2024-11-30 01:56:14,bed,1_4_13,2024-11-30
2024-11-30 01:57:25,bed,1_4_13,2024-11-30
2024-11-30 01:58:27,bed,1_4_13,2024-11-30
2024-11-30 01:59:32,bed,1_4_13,2024-11-30
2024-11-30 02:00:39,bed,1_4_13,2024-11-30
2024-11-30 02:01:58,bed,1_4_13,2024-11-30
2024-11-30 02:03:05,bed,1_4_13,2024-11-30
2024-11-30 02:04:08,bed,1_4_13,2024-11-30
2024-11-30 02:05:08,bed,1_4_13,2024-11-30
2024-11-30 02:06:11,bed,1_4_13,2024-11-30
2024-11-30 02:07:31,bed,1_4_13,2024-11-30
2024-11-30 02:08:32,bed,1_4_13,2024-11-30
2024-11-30 02:09:36,bed,1_4_13,2024-11-30
2024-11-30 02:10:42,bed,1_4_13,2024-11-30
2024-11-30 02:11:53,bed,1_4_13,2024-11-30
2024-11-30 02:13:12,bed,1_4_13,2024-11-30
2024-11-30 02:14:17,bed,1_4_13,2024-11-30
2024-11-30 02:15:18,bed,1_4_13,2024-11-30
2024-11-30 02:16:28,bed,1_4_13,2024-11-30
2024-11-30 02:17:43,bed,1_4_13,2024-11-30
2024-11-30 02:18:52,bed,1_4_13,2024-11-30
2024-11-30 02:19:52,bed,1_4_13,2024-11-30
2024-11-30 02:21:05,bed,1_4_13,2024-11-30
2024-11-30 02:22:20,bed,1_4_13,2024-11-30
2024-11-30 02:23:39,bed,1_4_13,2024-11-30
2024-11-30 02:24:48,bed,1_4_13,2024-11-30
2024-11-30 02:25:56,bed,1_4_13,2024-11-30
2024-11-30 02:27:01,bed,1_4_13,2024-11-30
2024-11-30 02:28:13,bed,1_4_13,2024-11-30
2024-11-30 02:29:21,bed,1_4_13,2024-11-30
2024-11-30 02:30:30,bed,1_4_13,2024-11-30
2024-11-30 02:31:32,bed,1_4_13,2024-11-30
2024-11-30 02:32:35,bed,1_4_13,2024-11-30
2024-11-30 02:33:38,bed,1_4_13,2024-11-30
2024-11-30 02:34:46,bed,1_4_13,2024-11-30
2024-11-30 02:35:55,bed,1_4_13,2024-11-30
2024-11-30 02:37:00,bed,1_4_13,2024-11-30
2024-11-30 02:38:18,bed,1_4_13,2024-11-30
2024-11-30 02:39:35,bed,1_4_13,2024-11-30
2024-11-30 02:40:47,bed,1_4_13,2024-11-30
2024-11-30 02:42:00,bed,1_4_13,2024-11-30
2024-11-30 02:43:01,bed,1_4_13,2024-11-30
2024-11-30 02:44:07,bed,1_4_13,2024-11-30
2024-11-30 02:45:27,bed,1_4_13,2024-11-30
2024-11-30 02:46:29,bed,1_4_13,2024-11-30
2024-11-30 02:47:29,bed,1_4_13,2024-11-30
2024-11-30 02:48:37,bed,1_4_13,2024-11-30
2024-11-30 02:49:57,bed,1_4_13,2024-11-30
2024-11-30 02:51:01,bed,1_4_13,2024-11-30
2024-11-30 02:52:14,bed,1_4_13,2024-11-30
2024-11-30 02:53:32,bed,1_4_13,2024-11-30
2024-11-30 02:54:52,bed,1_4_13,2024-11-30
2024-11-30 02:56:07,bed,1_4_13,2024-11-30
2024-11-30 02:57:15,bed,1_4_13,2024-11-30
2024-11-30 02:58:28,bed,1_4_13,2024-11-30
2024-11-30 02:59:44,bed,1_4_13,2024-11-30
2024-11-30 03:01:04,bed,1_4_13,2024-11-30
2024-11-30 03:02:11,bed,1_4_13,2024-11-30
2024-11-30 03:03:20,bed,1_4_13,2024-11-30
2024-11-30 03:04:22,bed,1_4_13,2024-11-30
2024-11-30 03:05:29,bed,1_4_13,2024-11-30
2024-11-30 03:06:37,bed,1_4_13,2024-11-30
2024-11-30 03:07:55,bed,1_4_13,2024-11-30
2024-11-30 03:08:57,bed,1_4_13,2024-11-30
2024-11-30 03:10:07,bed,1_4_13,2024-11-30
2024-11-30 03:11:08,bed,1_4_13,2024-11-30
2024-11-30 03:12:27,bed,1_4_13,2024-11-30
2024-11-30 03:13:47,bed,1_4_13,2024-11-30
2024-11-30 03:14:57,bed,1_4_13,2024-11-30
2024-11-30 03:16:09,bed,1_4_13,2024-11-30
2024-11-30 03:17:26,bed,1_4_13,2024-11-30
2024-11-30 03:18:40,bed,1_4_13,2024-11-30
2024-11-30 03:19:52,bed,1_4_13,2024-11-30
2024-11-30 03:21:07,bed,1_4_13,2024-11-30
2024-11-30 03:22:15,bed,1_4_13,2024-11-30
2024-11-30 03:23:27,bed,1_4_13,2024-11-30
2024-11-30 03:24:40,bed,1_4_13,2024-11-30
