timestamp,bucket,_measurement,_field,value,voltage
2025-01-08T00:00:00,1_2_7,battery,soc,71.36,3.87
2025-01-08T00:00:00,1_3_10,battery,soc,71.03,3.94
2025-01-08T00:01:12,1_2_7,battery,soc,71.32,3.76
2025-01-08T00:01:12,1_3_10,battery,soc,70.99,3.9
2025-01-08T00:02:23,1_2_7,battery,soc,71.3,3.87
2025-01-08T00:02:23,1_3_10,battery,soc,70.94,3.8
2025-01-08T00:03:29,1_2_7,battery,soc,71.28,3.72
2025-01-08T00:03:29,1_3_10,battery,soc,70.92,3.99
2025-01-08T00:04:37,1_2_7,battery,soc,71.26,3.8
2025-01-08T00:04:37,1_3_10,battery,soc,70.88,3.71
2025-01-08T00:06:05,1_2_7,battery,soc,71.25,3.93
2025-01-08T00:06:05,1_3_10,battery,soc,70.84,3.75
2025-01-08T00:07:10,1_2_7,battery,soc,71.21,3.91
2025-01-08T00:07:10,1_3_10,battery,soc,70.81,3.72
2025-01-08T00:08:35,1_2_7,battery,soc,71.16,3.95
2025-01-08T00:08:35,1_3_10,battery,soc,70.78,3.87
2025-01-08T00:09:41,1_2_7,battery,soc,71.14,3.93
2025-01-08T00:09:41,1_3_10,battery,soc,70.74,3.83
2025-01-08T00:11:06,1_2_7,battery,soc,71.11,3.86
2025-01-08T00:11:06,1_3_10,battery,soc,70.71,3.87
2025-01-08T00:12:06,1_2_7,battery,soc,71.1,3.88
2025-01-08T00:12:06,1_3_10,battery,soc,70.66,3.81
2025-01-08T00:13:27,1_2_7,battery,soc,71.07,3.71
2025-01-08T00:13:27,1_3_10,battery,soc,70.63,3.86
2025-01-08T00:14:54,1_2_7,battery,soc,71.04,3.92
2025-01-08T00:14:54,1_3_10,battery,soc,70.61,3.9
2025-01-08T00:16:24,1_2_7,battery,soc,71.0,3.82
2025-01-08T00:16:24,1_3_10,battery,soc,70.57,3.82
2025-01-08T00:17:40,1_2_7,battery,soc,70.97,3.73
2025-01-08T00:17:40,1_3_10,battery,soc,70.56,3.9
2025-01-08T00:18:57,1_2_7,battery,soc,70.94,3.78
2025-01-08T00:18:57,1_3_10,battery,soc,70.53,3.79
2025-01-08T00:20:21,1_2_7,battery,soc,70.91,3.76
2025-01-08T00:20:21,1_3_10,battery,soc,70.51,3.83
2025-01-08T00:21:22,1_2_7,battery,soc,70.88,3.87
2025-01-08T00:21:22,1_3_10,battery,soc,70.5,3.92
2025-01-08T00:22:28,1_2_7,battery,soc,70.83,3.75
2025-01-08T00:22:28,1_3_10,battery,soc,70.45,3.92
2025-01-08T00:23:41,1_2_7,battery,soc,70.8,3.82
2025-01-08T00:23:41,1_3_10,battery,soc,70.41,3.95
2025-01-08T00:25:05,1_2_7,battery,soc,70.78,3.79
2025-01-08T00:25:05,1_3_10,battery,soc,70.4,3.86
2025-01-08T00:26:09,1_2_7,battery,soc,70.76,3.89
2025-01-08T00:26:09,1_3_10,battery,soc,70.37,3.73
2025-01-08T00:27:09,1_2_7,battery,soc,70.75,3.98
2025-01-08T00:27:09,1_3_10,battery,soc,70.34,3.83
2025-01-08T00:28:16,1_2_7,battery,soc,70.73,3.81
2025-01-08T00:28:16,1_3_10,battery,soc,70.33,3.98
2025-01-08T00:29:41,1_2_7,battery,soc,70.68,3.76
2025-01-08T00:29:41,1_3_10,battery,soc,70.28,3.94
2025-01-08T00:31:05,1_2_7,battery,soc,70.65,3.74
2025-01-08T00:31:05,1_3_10,battery,soc,70.24,3.81
2025-01-08T00:32:33,1_2_7,battery,soc,70.61,3.82
2025-01-08T00:32:33,1_3_10,battery,soc,70.2,3.78
2025-01-08T00:33:39,1_2_7,battery,soc,70.57,3.76
2025-01-08T00:33:39,1_3_10,battery,soc,70.17,3.93
2025-01-08T00:34:44,1_2_7,battery,soc,70.54,3.87
2025-01-08T00:34:44,1_3_10,battery,soc,70.15,3.97
2025-01-08T00:35:59,1_2_7,battery,soc,70.49,3.7
2025-01-08T00:35:59,1_3_10,battery,soc,70.1,3.93
2025-01-08T00:37:20,1_2_7,battery,soc,70.45,3.71
2025-01-08T00:37:20,1_3_10,battery,soc,70.06,3.99
2025-01-08T00:38:38,1_2_7,battery,soc,70.4,3.87
2025-01-08T00:38:38,1_3_10,battery,soc,70.03,3.74
2025-01-08T00:39:57,1_2_7,battery,soc,70.39,3.77
2025-01-08T00:39:57,1_3_10,battery,soc,70.01,3.73
2025-01-08T00:41:27,1_2_7,battery,soc,70.34,3.94
2025-01-08T00:41:27,1_3_10,battery,soc,69.96,3.82
2025-01-08T00:42:30,1_2_7,battery,soc,70.32,3.77
2025-01-08T00:42:30,1_3_10,battery,soc,69.92,3.75
2025-01-08T00:43:37,1_2_7,battery,soc,70.29,3.9
2025-01-08T00:43:37,1_3_10,battery,soc,69.91,3.73
2025-01-08T00:45:07,1_2_7,battery,soc,70.27,3.71
2025-01-08T00:45:07,1_3_10,battery,soc,69.87,3.94
2025-01-08T00:46:15,1_2_7,battery,soc,70.23,3.8
2025-01-08T00:46:15,1_3_10,battery,soc,69.83,3.91
2025-01-08T00:47:20,1_2_7,battery,soc,70.21,3.9
2025-01-08T00:47:20,1_3_10,battery,soc,69.78,3.86
2025-01-08T00:48:35,1_2_7,battery,soc,70.18,3.84
2025-01-08T00:48:35,1_3_10,battery,soc,69.76,3.75
2025-01-08T00:49:52,1_2_7,battery,soc,70.15,3.96
2025-01-08T00:49:52,1_3_10,battery,soc,69.72,3.84
