timestamp,bucket,_measurement,_field,value,voltage
2025-01-12T00:00:00,1_2_7,battery,soc,71.81,3.8
2025-01-12T00:00:00,1_3_10,battery,soc,71.29,3.7
2025-01-12T00:01:13,1_2_7,battery,soc,71.79,4.0
2025-01-12T00:01:13,1_3_10,battery,soc,71.25,3.77
2025-01-12T00:02:21,1_2_7,battery,soc,71.74,3.78
2025-01-12T00:02:21,1_3_10,battery,soc,71.23,3.87
2025-01-12T00:03:37,1_2_7,battery,soc,71.72,3.75
2025-01-12T00:03:37,1_3_10,battery,soc,71.21,3.94
2025-01-12T00:05:01,1_2_7,battery,soc,71.68,3.91
2025-01-12T00:05:01,1_3_10,battery,soc,71.2,3.86
2025-01-12T00:06:07,1_2_7,battery,soc,71.65,3.98
2025-01-12T00:06:07,1_3_10,battery,soc,71.16,3.94
2025-01-12T00:07:18,1_2_7,battery,soc,71.63,3.97
2025-01-12T00:07:18,1_3_10,battery,soc,71.13,3.97
2025-01-12T00:08:34,1_2_7,battery,soc,71.59,3.9
2025-01-12T00:08:34,1_3_10,battery,soc,71.09,3.79
2025-01-12T00:09:57,1_2_7,battery,soc,71.57,3.78
2025-01-12T00:09:57,1_3_10,battery,soc,71.07,3.97
2025-01-12T00:11:04,1_2_7,battery,soc,71.56,3.99
2025-01-12T00:11:04,1_3_10,battery,soc,71.06,3.96
2025-01-12T00:12:33,1_2_7,battery,soc,71.53,3.87
2025-01-12T00:12:33,1_3_10,battery,soc,71.04,3.97
2025-01-12T00:13:43,1_2_7,battery,soc,71.51,3.78
2025-01-12T00:13:43,1_3_10,battery,soc,71.02,3.84
2025-01-12T00:14:44,1_2_7,battery,soc,71.49,3.9
2025-01-12T00:14:44,1_3_10,battery,soc,71.0,3.92
2025-01-12T00:16:05,1_2_7,battery,soc,71.48,3.76
2025-01-12T00:16:05,1_3_10,battery,soc,70.96,3.89
2025-01-12T00:17:19,1_2_7,battery,soc,71.46,3.86
2025-01-12T00:17:19,1_3_10,battery,soc,70.91,3.9
2025-01-12T00:18:43,1_2_7,battery,soc,71.43,3.87
2025-01-12T00:18:43,1_3_10,battery,soc,70.87,4.0
2025-01-12T00:19:47,1_2_7,battery,soc,71.4,3.74
2025-01-12T00:19:47,1_3_10,battery,soc,70.82,3.89
2025-01-12T00:21:09,1_2_7,battery,soc,71.36,3.95
2025-01-12T00:21:09,1_3_10,battery,soc,70.81,3.93
2025-01-12T00:22:10,1_2_7,battery,soc,71.32,3.81
2025-01-12T00:22:10,1_3_10,battery,soc,70.77,3.8
2025-01-12T00:23:39,1_2_7,battery,soc,71.3,3.84
2025-01-12T00:23:39,1_3_10,battery,soc,70.73,3.97
2025-01-12T00:25:01,1_2_7,battery,soc,71.27,3.83
2025-01-12T00:25:01,1_3_10,battery,soc,70.7,3.97
2025-01-12T00:26:01,1_2_7,battery,soc,71.24,3.97
2025-01-12T00:26:01,1_3_10,battery,soc,70.65,3.89
2025-01-12T00:27:28,1_2_7,battery,soc,71.2,3.72
2025-01-12T00:27:28,1_3_10,battery,soc,70.63,3.99
2025-01-12T00:28:57,1_2_7,battery,soc,71.16,3.88
2025-01-12T00:28:57,1_3_10,battery,soc,70.58,3.97
2025-01-12T00:30:26,1_2_7,battery,soc,71.15,3.77
2025-01-12T00:30:26,1_3_10,battery,soc,70.55,3.9
2025-01-12T00:31:43,1_2_7,battery,soc,71.13,3.96
2025-01-12T00:31:43,1_3_10,battery,soc,70.53,3.88
2025-01-12T00:33:04,1_2_7,battery,soc,71.09,3.78
2025-01-12T00:33:04,1_3_10,battery,soc,70.51,3.88
2025-01-12T00:34:26,1_2_7,battery,soc,71.05,3.83
2025-01-12T00:34:26,1_3_10,battery,soc,70.5,3.97
2025-01-12T00:35:40,1_2_7,battery,soc,71.02,3.9
2025-01-12T00:35:40,1_3_10,battery,soc,70.45,3.84
2025-01-12T00:37:00,1_2_7,battery,soc,70.99,3.72
2025-01-12T00:37:00,1_3_10,battery,soc,70.42,3.71
2025-01-12T00:38:00,1_2_7,battery,soc,70.96,3.97
2025-01-12T00:38:00,1_3_10,battery,soc,70.38,3.98
2025-01-12T00:39:04,1_2_7,battery,soc,70.94,3.89
2025-01-12T00:39:04,1_3_10,battery,soc,70.34,3.83
2025-01-12T00:40:14,1_2_7,battery,soc,70.93,3.71
2025-01-12T00:40:14,1_3_10,battery,soc,70.33,3.89
2025-01-12T00:41:31,1_2_7,battery,soc,70.91,3.73
2025-01-12T00:41:31,1_3_10,battery,soc,70.31,3.79
2025-01-12T00:42:38,1_2_7,battery,soc,70.89,3.77
2025-01-12T00:42:38,1_3_10,battery,soc,70.27,3.83
2025-01-12T00:43:42,1_2_7,battery,soc,70.85,3.78
