timestamp,bucket,_measurement,_field,value,voltage
2025-01-17T00:00:00,1_2_7,battery,soc,71.55,3.78
2025-01-17T00:00:00,1_3_10,battery,soc,71.43,3.75
2025-01-17T00:01:28,1_2_7,battery,soc,71.51,3.98
2025-01-17T00:01:28,1_3_10,battery,soc,71.41,3.74
2025-01-17T00:02:28,1_2_7,battery,soc,71.47,3.77
2025-01-17T00:02:28,1_3_10,battery,soc,71.4,3.83
2025-01-17T00:03:30,1_2_7,battery,soc,71.43,3.99
2025-01-17T00:03:30,1_3_10,battery,soc,71.38,3.94
2025-01-17T00:04:54,1_2_7,battery,soc,71.42,3.86
2025-01-17T00:04:54,1_3_10,battery,soc,71.33,3.97
2025-01-17T00:06:06,1_2_7,battery,soc,71.4,3.88
2025-01-17T00:06:06,1_3_10,battery,soc,71.29,3.83
2025-01-17T00:07:28,1_2_7,battery,soc,71.35,3.95
2025-01-17T00:07:28,1_3_10,battery,soc,71.26,3.78
2025-01-17T00:08:48,1_2_7,battery,soc,71.32,3.77
2025-01-17T00:08:48,1_3_10,battery,soc,71.24,3.79
2025-01-17T00:10:15,1_2_7,battery,soc,71.31,3.72
2025-01-17T00:10:15,1_3_10,battery,soc,71.2,3.93
2025-01-17T00:11:20,1_2_7,battery,soc,71.28,3.89
2025-01-17T00:11:20,1_3_10,battery,soc,71.16,3.76
2025-01-17T00:12:22,1_2_7,battery,soc,71.24,3.71
2025-01-17T00:12:22,1_3_10,battery,soc,71.11,3.95
2025-01-17T00:13:32,1_2_7,battery,soc,71.21,3.96
2025-01-17T00:13:32,1_3_10,battery,soc,71.07,3.88
2025-01-17T00:14:59,1_2_7,battery,soc,71.2,3.81
2025-01-17T00:14:59,1_3_10,battery,soc,71.03,3.9
2025-01-17T00:16:00,1_2_7,battery,soc,71.19,3.82
2025-01-17T00:16:00,1_3_10,battery,soc,71.0,3.96
2025-01-17T00:17:25,1_2_7,battery,soc,71.14,3.86
2025-01-17T00:17:25,1_3_10,battery,soc,70.97,3.89
2025-01-17T00:18:29,1_2_7,battery,soc,71.1,3.73
2025-01-17T00:18:29,1_3_10,battery,soc,70.94,3.71
2025-01-17T00:19:35,1_2_7,battery,soc,71.06,3.92
2025-01-17T00:19:35,1_3_10,battery,soc,70.89,3.7
2025-01-17T00:21:02,1_2_7,battery,soc,71.02,3.75
2025-01-17T00:21:02,1_3_10,battery,soc,70.86,3.73
2025-01-17T00:22:11,1_2_7,battery,soc,70.98,3.92
2025-01-17T00:22:11,1_3_10,battery,soc,70.85,3.85
2025-01-17T00:23:19,1_2_7,battery,soc,70.94,3.94
2025-01-17T00:23:19,1_3_10,battery,soc,70.82,3.96
2025-01-17T00:24:23,1_2_7,battery,soc,70.93,3.78
2025-01-17T00:24:23,1_3_10,battery,soc,70.79,3.83
2025-01-17T00:25:50,1_2_7,battery,soc,70.88,3.94
2025-01-17T00:25:50,1_3_10,battery,soc,70.78,3.96
2025-01-17T00:26:58,1_2_7,battery,soc,70.84,3.94
2025-01-17T00:26:58,1_3_10,battery,soc,70.74,3.87
2025-01-17T00:28:12,1_2_7,battery,soc,70.8,3.73
2025-01-17T00:28:12,1_3_10,battery,soc,70.71,3.76
2025-01-17T00:29:13,1_2_7,battery,soc,70.78,3.91
2025-01-17T00:29:13,1_3_10,battery,soc,70.68,3.71
2025-01-17T00:30:43,1_2_7,battery,soc,70.76,3.84
2025-01-17T00:30:43,1_3_10,battery,soc,70.66,3.92
2025-01-17T00:32:05,1_2_7,battery,soc,70.72,3.84
2025-01-17T00:32:05,1_3_10,battery,soc,70.64,3.82
2025-01-17T00:33:33,1_2_7,battery,soc,70.7,3.81
2025-01-17T00:33:33,1_3_10,battery,soc,70.61,3.75
2025-01-17T00:34:39,1_2_7,battery,soc,70.66,3.81
2025-01-17T00:34:39,1_3_10,battery,soc,70.58,3.89
2025-01-17T00:35:56,1_2_7,battery,soc,70.61,3.78
2025-01-17T00:35:56,1_3_10,battery,soc,70.56,3.83
2025-01-17T00:37:16,1_2_7,battery,soc,70.58,3.92
2025-01-17T00:37:16,1_3_10,battery,soc,70.54,3.77
2025-01-17T00:38:18,1_2_7,battery,soc,70.54,3.71
2025-01-17T00:38:18,1_3_10,battery,soc,70.5,3.93
2025-01-17T00:39:33,1_2_7,battery,soc,70.52,3.72
2025-01-17T00:39:33,1_3_10,battery,soc,70.46,3.73
2025-01-17T00:40:33,1_2_7,battery,soc,70.47,3.74
2025-01-17T00:40:33,1_3_10,battery,soc,70.45,3.9
2025-01-17T00:41:36,1_2_7,battery,soc,70.43,3.8
2025-01-17T00:41:36,1_3_10,battery,soc,70.41,3.73
2025-01-17T00:42:39,1_2_7,battery,soc,70.4,3.82
2025-01-17T00:42:39,1_3_10,battery,soc,70.38,3.75
2025-01-17T00:43:50,1_2_7,battery,soc,70.36,3.84
2025-01-17T00:43:50,1_3_10,battery,soc,70.35,3.72
2025-01-17T00:44:55,1_2_7,battery,soc,70.32,3.87
2025-01-17T00:44:55,1_3_10,battery,soc,70.3,3.91
2025-01-17T00:46:25,1_2_7,battery,soc,70.28,3.85
2025-01-17T00:46:25,1_3_10,battery,soc,70.25,3.78
2025-01-17T00:47:31,1_2_7,battery,soc,70.25,3.92
2025-01-17T00:47:31,1_3_10,battery,soc,70.22,3.93
2025-01-17T00:48:42,1_2_7,battery,soc,70.24,3.85
2025-01-17T00:48:42,1_3_10,battery,soc,70.21,3.8
2025-01-17T00:49:57,1_2_7,battery,soc,70.21,3.81
2025-01-17T00:49:57,1_3_10,battery,soc,70.2,3.83
2025-01-17T00:51:19,1_2_7,battery,soc,70.16,3.93
2025-01-17T00:51:19,1_3_10,battery,soc,70.18,3.8
2025-01-17T00:52:21,1_2_7,battery,soc,70.14,3.99
2025-01-17T00:52:21,1_3_10,battery,soc,70.16,3.78
2025-01-17T00:53:44,1_2_7,battery,soc,70.13,3.87
2025-01-17T00:53:44,1_3_10,battery,soc,70.14,3.93
2025-01-17T00:55:08,1_2_7,battery,soc,70.08,3.86
2025-01-17T00:55:08,1_3_10,battery,soc,70.13,3.73
2025-01-17T00:56:08,1_2_7,battery,soc,70.04,3.89
2025-01-17T00:56:08,1_3_10,battery,soc,70.09,4.0
2025-01-17T00:57:26,1_2_7,battery,soc,69.99,3.92
2025-01-17T00:57:26,1_3_10,battery,soc,70.08,3.82
2025-01-17T00:58:38,1_2_7,battery,soc,69.97,3.77
2025-01-17T00:58:38,1_3_10,battery,soc,70.04,3.83
2025-01-17T01:00:02,1_2_7,battery,soc,69.93,3.96
2025-01-17T01:00:02,1_3_10,battery,soc,69.99,3.88
2025-01-17T01:01:05,1_2_7,battery,soc,69.92,3.88
2025-01-17T01:01:05,1_3_10,battery,soc,69.97,3.77
2025-01-17T01:02:30,1_2_7,battery,soc,69.91,3.77
2025-01-17T01:02:30,1_3_10,battery,soc,69.94,3.8
2025-01-17T01:03:59,1_2_7,battery,soc,69.89,3.98
2025-01-17T01:03:59,1_3_10,battery,soc,69.9,3.96
2025-01-17T01:05:07,1_2_7,battery,soc,69.84,3.85
2025-01-17T01:05:07,1_3_10,battery,soc,69.88,3.79
2025-01-17T01:06:18,1_2_7,battery,soc,69.79,3.72
2025-01-17T01:06:18,1_3_10,battery,soc,69.86,3.72
2025-01-17T01:07:33,1_2_7,battery,soc,69.77,3.84
2025-01-17T01:07:33,1_3_10,battery,soc,69.84,3.82
2025-01-17T01:08:56,1_2_7,battery,soc,69.74,3.93
2025-01-17T01:08:56,1_3_10,battery,soc,69.81,3.9
2025-01-17T01:10:23,1_2_7,battery,soc,69.7,3.99
2025-01-17T01:10:23,1_3_10,battery,soc,69.77,3.89
2025-01-17T01:11:38,1_2_7,battery,soc,69.68,3.82
2025-01-17T01:11:38,1_3_10,battery,soc,69.72,3.75
2025-01-17T01:12:51,1_2_7,battery,soc,69.63,3.97
2025-01-17T01:12:51,1_3_10,battery,soc,69.68,3.9
2025-01-17T01:14:07,1_2_7,battery,soc,69.61,3.85
2025-01-17T01:14:07,1_3_10,battery,soc,69.65,3.72
2025-01-17T01:15:36,1_2_7,battery,soc,69.56,3.72
2025-01-17T01:15:36,1_3_10,battery,soc,69.63,3.9
2025-01-17T01:17:03,1_2_7,battery,soc,69.54,3.87
2025-01-17T01:17:03,1_3_10,battery,soc,69.61,3.74
2025-01-17T01:18:08,1_2_7,battery,soc,69.5,3.84
2025-01-17T01:18:08,1_3_10,battery,soc,69.57,3.81
2025-01-17T01:19:13,1_2_7,battery,soc,69.47,3.78
2025-01-17T01:19:13,1_3_10,battery,soc,69.56,3.96
2025-01-17T01:20:39,1_2_7,battery,soc,69.45,3.88
2025-01-17T01:20:39,1_3_10,battery,soc,69.54,3.93
2025-01-17T01:21:52,1_2_7,battery,soc,69.41,3.73
2025-01-17T01:21:52,1_3_10,battery,soc,69.51,3.82
2025-01-17T01:23:08,1_2_7,battery,soc,69.37,3.83
2025-01-17T01:23:08,1_3_10,battery,soc,69.47,3.81
2025-01-17T01:24:17,1_2_7,battery,soc,69.35,3.73
2025-01-17T01:24:17,1_3_10,battery,soc,69.44,3.93
2025-01-17T01:25:46,1_2_7,battery,soc,69.34,3.95
2025-01-17T01:25:46,1_3_10,battery,soc,69.42,3.91
2025-01-17T01:26:47,1_2_7,battery,soc,69.29,3.7
2025-01-17T01:26:47,1_3_10,battery,soc,69.4,3.86
2025-01-17T01:28:04,1_2_7,battery,soc,69.28,3.82
2025-01-17T01:28:04,1_3_10,battery,soc,69.36,3.79
2025-01-17T01:29:22,1_2_7,battery,soc,69.24,3.76
2025-01-17T01:29:22,1_3_10,battery,soc,69.34,3.84
2025-01-17T01:30:41,1_2_7,battery,soc,69.21,3.83
2025-01-17T01:30:41,1_3_10,battery,soc,69.3,3.82
2025-01-17T01:31:47,1_2_7,battery,soc,69.19,3.85
2025-01-17T01:31:47,1_3_10,battery,soc,69.28,3.78
2025-01-17T01:33:11,1_2_7,battery,soc,69.16,3.8
2025-01-17T01:33:11,1_3_10,battery,soc,69.23,3.85
2025-01-17T01:34:19,1_2_7,battery,soc,69.14,3.85
2025-01-17T01:34:19,1_3_10,battery,soc,69.2,3.72
2025-01-17T01:35:36,1_2_7,battery,soc,69.11,3.78
2025-01-17T01:35:36,1_3_10,battery,soc,69.17,3.84
2025-01-17T01:36:42,1_2_7,battery,soc,69.09,3.99
2025-01-17T01:36:42,1_3_10,battery,soc,69.14,3.97
2025-01-17T01:37:47,1_2_7,battery,soc,69.08,3.81
2025-01-17T01:37:47,1_3_10,battery,soc,69.11,3.97
2025-01-17T01:39:16,1_2_7,battery,soc,69.05,3.82
2025-01-17T01:39:16,1_3_10,battery,soc,69.09,3.74
2025-01-17T01:40:21,1_2_7,battery,soc,69.03,3.81
2025-01-17T01:40:21,1_3_10,battery,soc,69.08,3.71
2025-01-17T01:41:41,1_2_7,battery,soc,69.01,3.82
2025-01-17T01:41:41,1_3_10,battery,soc,69.06,3.72
2025-01-17T01:43:02,1_2_7,battery,soc,68.96,3.86
2025-01-17T01:43:02,1_3_10,battery,soc,69.05,3.95
2025-01-17T01:44:09,1_2_7,battery,soc,68.92,3.8
2025-01-17T01:44:09,1_3_10,battery,soc,69.02,3.73
2025-01-17T01:45:30,1_2_7,battery,soc,68.87,3.76
2025-01-17T01:45:30,1_3_10,battery,soc,68.99,3.84
2025-01-17T01:46:47,1_2_7,battery,soc,68.83,3.81
2025-01-17T01:46:47,1_3_10,battery,soc,68.97,3.99
2025-01-17T01:48:05,1_2_7,battery,soc,68.79,3.87
2025-01-17T01:48:05,1_3_10,battery,soc,68.92,3.72
2025-01-17T01:49:33,1_2_7,battery,soc,68.74,3.94
2025-01-17T01:49:33,1_3_10,battery,soc,68.89,3.86
2025-01-17T01:50:38,1_2_7,battery,soc,68.69,3.86
2025-01-17T01:50:38,1_3_10,battery,soc,68.88,3.79
2025-01-17T01:51:56,1_2_7,battery,soc,68.67,3.87
2025-01-17T01:51:56,1_3_10,battery,soc,68.86,3.98
2025-01-17T01:53:16,1_2_7,battery,soc,68.63,3.89
2025-01-17T01:53:16,1_3_10,battery,soc,68.81,3.81
2025-01-17T01:54:34,1_2_7,battery,soc,68.61,3.82
2025-01-17T01:54:34,1_3_10,battery,soc,68.79,3.7
2025-01-17T01:55:35,1_2_7,battery,soc,68.6,3.74
2025-01-17T01:55:35,1_3_10,battery,soc,68.74,3.82
2025-01-17T01:56:42,1_2_7,battery,soc,68.56,3.99
2025-01-17T01:56:42,1_3_10,battery,soc,68.71,3.7
2025-01-17T01:58:05,1_2_7,battery,soc,68.55,3.81
2025-01-17T01:58:05,1_3_10,battery,soc,68.66,3.95
2025-01-17T01:59:15,1_2_7,battery,soc,68.5,3.83
2025-01-17T01:59:15,1_3_10,battery,soc,68.65,3.75
2025-01-17T02:00:26,1_2_7,battery,soc,69.24,3.82
2025-01-17T02:00:26,1_3_10,battery,soc,69.23,3.72
2025-01-17T02:01:48,1_2_7,battery,soc,69.95,3.91
2025-01-17T02:01:48,1_3_10,battery,soc,70.08,3.78
2025-01-17T02:03:11,1_2_7,battery,soc,70.83,4.0
2025-01-17T02:03:11,1_3_10,battery,soc,71.04,3.74
2025-01-17T02:04:16,1_2_7,battery,soc,71.48,3.86
2025-01-17T02:04:16,1_3_10,battery,soc,71.57,3.81
2025-01-17T02:05:20,1_2_7,battery,soc,72.27,3.81
2025-01-17T02:05:20,1_3_10,battery,soc,72.52,3.84
2025-01-17T02:06:32,1_2_7,battery,soc,73.25,3.83
2025-01-17T02:06:32,1_3_10,battery,soc,73.04,3.79
2025-01-17T02:07:58,1_2_7,battery,soc,74.23,3.71
