timestamp,bucket,_measurement,_field,value,voltage
2025-01-13T00:00:00,1_2_7,battery,soc,71.17,3.87
2025-01-13T00:00:00,1_3_10,battery,soc,70.91,3.81
2025-01-13T00:01:16,1_2_7,battery,soc,71.16,3.79
2025-01-13T00:01:16,1_3_10,battery,soc,70.88,3.7
2025-01-13T00:02:45,1_2_7,battery,soc,71.11,3.93
2025-01-13T00:02:45,1_3_10,battery,soc,70.86,3.84
2025-01-13T00:04:13,1_2_7,battery,soc,71.1,3.93
2025-01-13T00:04:13,1_3_10,battery,soc,70.82,3.99
2025-01-13T00:05:30,1_2_7,battery,soc,71.07,3.84
2025-01-13T00:05:30,1_3_10,battery,soc,70.79,3.72
2025-01-13T00:07:00,1_2_7,battery,soc,71.05,3.97
2025-01-13T00:07:00,1_3_10,battery,soc,70.74,3.87
2025-01-13T00:08:10,1_2_7,battery,soc,71.04,3.77
2025-01-13T00:08:10,1_3_10,battery,soc,70.71,3.91
2025-01-13T00:09:35,1_2_7,battery,soc,71.0,3.86
2025-01-13T00:09:35,1_3_10,battery,soc,70.67,3.84
2025-01-13T00:11:01,1_2_7,battery,soc,70.98,3.78
2025-01-13T00:11:01,1_3_10,battery,soc,70.65,3.86
2025-01-13T00:12:20,1_2_7,battery,soc,70.95,3.85
2025-01-13T00:12:20,1_3_10,battery,soc,70.61,3.73
2025-01-13T00:13:46,1_2_7,battery,soc,70.92,3.87
2025-01-13T00:13:46,1_3_10,battery,soc,70.57,3.75
2025-01-13T00:14:54,1_2_7,battery,soc,70.88,3.77
2025-01-13T00:14:54,1_3_10,battery,soc,70.52,3.89
2025-01-13T00:15:55,1_2_7,battery,soc,70.84,3.81
2025-01-13T00:15:55,1_3_10,battery,soc,70.5,3.7
2025-01-13T00:17:12,1_2_7,battery,soc,70.81,3.73
2025-01-13T00:17:12,1_3_10,battery,soc,70.48,3.7
2025-01-13T00:18:38,1_2_7,battery,soc,70.79,3.76
2025-01-13T00:18:38,1_3_10,battery,soc,70.47,3.82
2025-01-13T00:19:45,1_2_7,battery,soc,70.76,3.82
