timestamp,value,bucket,day
2025-01-21 00:01:04,bed,1_4_13,2025-01-21
2025-01-21 00:02:12,bed,1_4_13,2025-01-21
2025-01-21 00:03:25,bed,1_4_13,2025-01-21
2025-01-21 00:04:39,bed,1_4_13,2025-01-21
2025-01-21 00:05:56,bed,1_4_13,2025-01-21
2025-01-21 00:07:12,bed,1_4_13,2025-01-21
2025-01-21 00:08:17,bed,1_4_13,2025-01-21
2025-01-21 00:09:19,bed,1_4_13,2025-01-21
2025-01-21 00:10:21,bed,1_4_13,2025-01-21
2025-01-21 00:11:27,bed,1_4_13,2025-01-21
2025-01-21 00:12:37,bed,1_4_13,2025-01-21
2025-01-21 00:13:46,bed,1_4_13,2025-01-21
2025-01-21 00:14:49,bed,1_4_13,2025-01-21
2025-01-21 00:15:58,bed,1_4_13,2025-01-21
2025-01-21 00:17:09,bed,1_4_13,2025-01-21
2025-01-21 00:18:29,bed,1_4_13,2025-01-21
2025-01-21 00:19:39,bed,1_4_13,2025-01-21
2025-01-21 00:20:43,bed,1_4_13,2025-01-21
2025-01-21 00:22:00,bed,1_4_13,2025-01-21
2025-01-21 00:23:15,bed,1_4_13,2025-01-21
2025-01-21 00:24:32,bed,1_4_13,2025-01-21
2025-01-21 00:25:48,bed,1_4_13,2025-01-21
2025-01-21 00:26:48,bed,1_4_13,2025-01-21
2025-01-21 00:27:51,bed,1_4_13,2025-01-21
2025-01-21 00:28:56,bed,1_4_13,2025-01-21
2025-01-21 00:30:11,bed,1_4_13,2025-01-21
2025-01-21 00:31:26,bed,1_4_13,2025-01-21
2025-01-21 00:32:26,bed,1_4_13,2025-01-21
2025-01-21 00:33:38,bed,1_4_13,2025-01-21
2025-01-21 00:34:52,bed,1_4_13,2025-01-21
2025-01-21 00:36:10,bed,1_4_13,2025-01-21
2025-01-21 00:37:25,bed,1_4_13,2025-01-21
2025-01-21 00:38:44,bed,1_4_13,2025-01-21
2025-01-21 00:39:50,bed,1_4_13,2025-01-21
2025-01-21 00:40:55,bed,1_4_13,2025-01-21
2025-01-21 00:42:07,bed,1_4_13,2025-01-21
2025-01-21 00:43:18,bed,1_4_13,2025-01-21
2025-01-21 00:44:36,bed,1_4_13,2025-01-21
2025-01-21 00:45:50,bed,1_4_13,2025-01-21
2025-01-21 00:47:09,bed,1_4_13,2025-01-21
2025-01-21 00:48:15,bed,1_4_13,2025-01-21
2025-01-21 00:49:21,bed,1_4_13,2025-01-21
2025-01-21 00:50:31,bed,1_4_13,2025-01-21
2025-01-21 00:51:44,bed,1_4_13,2025-01-21
2025-01-21 00:53:03,bed,1_4_13,2025-01-21
2025-01-21 00:54:12,bed,1_4_13,2025-01-21
2025-01-21 00:55:18,bed,1_4_13,2025-01-21
2025-01-21 00:56:22,bed,1_4_13,2025-01-21
2025-01-21 00:57:34,bed,1_4_13,2025-01-21
2025-01-21 00:58:53,bed,1_4_13,2025-01-21
2025-01-21 01:00:11,bed,1_4_13,2025-01-21
2025-01-21 01:01:12,bed,1_4_13,2025-01-21
2025-01-21 01:02:31,bed,1_4_13,2025-01-21
2025-01-21 01:03:31,bed,1_4_13,2025-01-21
2025-01-21 01:04:31,bed,1_4_13,2025-01-21
2025-01-21 01:05:47,bed,1_4_13,2025-01-21
2025-01-21 01:06:48,bed,1_4_13,2025-01-21
2025-01-21 01:08:00,bed,1_4_13,2025-01-21
2025-01-21 01:09:16,bed,1_4_13,2025-01-21
2025-01-21 01:10:19,bed,1_4_13,2025-01-21
2025-01-21 01:11:27,bed,1_4_13,2025-01-21
2025-01-21 01:12:39,bed,1_4_13,2025-01-21
2025-01-21 01:13:44,bed,1_4_13,2025-01-21
2025-01-21 01:15:02,bed,1_4_13,2025-01-21
2025-01-21 01:16:21,bed,1_4_13,2025-01-21
2025-01-21 01:17:32,bed,1_4_13,2025-01-21
2025-01-21 01:18:49,bed,1_4_13,2025-01-21
2025-01-21 01:20:04,bed,1_4_13,2025-01-21
2025-01-21 01:21:07,bed,1_4_13,2025-01-21
2025-01-21 01:22:09,bed,1_4_13,2025-01-21
2025-01-21 01:23:19,bed,1_4_13,2025-01-21
2025-01-21 01:24:36,bed,1_4_13,2025-01-21
2025-01-21 01:25:52,bed,1_4_13,2025-01-21
2025-01-21 01:26:55,bed,1_4_13,2025-01-21
2025-01-21 01:28:03,bed,1_4_13,2025-01-21
2025-01-21 01:29:23,bed,1_4_13,2025-01-21
2025-01-21 01:30:40,bed,1_4_13,2025-01-21
2025-01-21 01:31:54,bed,1_4_13,2025-01-21
2025-01-21 01:33:01,bed,1_4_13,2025-01-21
2025-01-21 01:34:17,bed,1_4_13,2025-01-21
2025-01-21 01:35:23,bed,1_4_13,2025-01-21
2025-01-21 01:36:30,bed,1_4_13,2025-01-21
2025-01-21 01:37:38,bed,1_4_13,2025-01-21
2025-01-21 01:38:42,bed,1_4_13,2025-01-21
2025-01-21 01:39:58,bed,1_4_13,2025-01-21
2025-01-21 01:41:14,bed,1_4_13,2025-01-21
2025-01-21 01:42:24,bed,1_4_13,2025-01-21
2025-01-21 01:43:31,bed,1_4_13,2025-01-21
2025-01-21 01:44:33,bed,1_4_13,2025-01-21
2025-01-21 01:45:37,bed,1_4_13,2025-01-21
2025-01-21 01:46:53,bed,1_4_13,2025-01-21
2025-01-21 01:48:12,bed,1_4_13,2025-01-21
2025-01-21 01:49:20,bed,1_4_13,2025-01-21
2025-01-21 01:50:31,bed,1_4_13,2025-01-21
2025-01-21 01:51:50,bed,1_4_13,2025-01-21
2025-01-21 01:52:50,bed,1_4_13,2025-01-21
2025-01-21 01:53:59,bed,1_4_13,2025-01-21
2025-01-21 01:55:17,bed,1_4_13,2025-01-21
2025-01-21 01:56:31,bed,1_4_13,2025-01-21
2025-01-21 01:57:36,bed,1_4_13,2025-01-21
2025-01-21 01:58:48,bed,1_4_13,2025-01-21
2025-01-21 02:00:06,bed,1_4_13,2025-01-21
2025-01-21 02:01:13,bed,1_4_13,2025-01-21
2025-01-21 02:02:33,bed,1_4_13,2025-01-21
2025-01-21 02:03:53,bed,1_4_13,2025-01-21
2025-01-21 02:05:13,bed,1_4_13,2025-01-21
2025-01-21 02:06:22,bed,1_4_13,2025-01-21
2025-01-21 02:07:35,bed,1_4_13,2025-01-21
2025-01-21 02:08:42,bed,1_4_13,2025-01-21
2025-01-21 02:09:54,bed,1_4_13,2025-01-21
2025-01-21 02:11:05,bed,1_4_13,2025-01-21
2025-01-21 02:12:13,bed,1_4_13,2025-01-21
2025-01-21 02:13:32,bed,1_4_13,2025-01-21
2025-01-21 02:14:41,bed,1_4_13,2025-01-21
2025-01-21 02:15:54,bed,1_4_13,2025-01-21
2025-01-21 02:16:54,bed,1_4_13,2025-01-21
2025-01-21 02:17:57,bed,1_4_13,2025-01-21
2025-01-21 02:18:58,bed,1_4_13,2025-01-21
2025-01-21 02:20:08,bed,1_4_13,2025-01-21
2025-01-21 02:21:25,bed,1_4_13,2025-01-21
2025-01-21 02:22:35,bed,1_4_13,2025-01-21
2025-01-21 02:23:37,bed,1_4_13,2025-01-21
2025-01-21 02:24:40,bed,1_4_13,2025-01-21
2025-01-21 02:25:48,bed,1_4_13,2025-01-21
2025-01-21 02:27:02,bed,1_4_13,2025-01-21
2025-01-21 02:28:10,bed,1_4_13,2025-01-21
2025-01-21 02:29:11,bed,1_4_13,2025-01-21
2025-01-21 02:30:16,bed,1_4_13,2025-01-21
2025-01-21 02:31:34,bed,1_4_13,2025-01-21
2025-01-21 02:32:47,bed,1_4_13,2025-01-21
2025-01-21 02:33:53,bed,1_4_13,2025-01-21
