timestamp,bucket,_measurement,_field,value,voltage
2025-01-16T00:00:00,1_2_7,battery,soc,71.11,3.84
2025-01-16T00:00:00,1_3_10,battery,soc,70.84,3.73
2025-01-16T00:01:23,1_2_7,battery,soc,71.06,3.82
2025-01-16T00:01:23,1_3_10,battery,soc,70.8,3.71
2025-01-16T00:02:33,1_2_7,battery,soc,71.04,3.94
2025-01-16T00:02:33,1_3_10,battery,soc,70.77,3.82
2025-01-16T00:03:47,1_2_7,battery,soc,71.0,3.88
2025-01-16T00:03:47,1_3_10,battery,soc,70.74,3.97
2025-01-16T00:05:16,1_2_7,battery,soc,70.99,3.93
2025-01-16T00:05:16,1_3_10,battery,soc,70.71,3.73
2025-01-16T00:06:18,1_2_7,battery,soc,70.97,3.71
2025-01-16T00:06:18,1_3_10,battery,soc,70.67,3.84
2025-01-16T00:07:46,1_2_7,battery,soc,70.94,3.73
2025-01-16T00:07:46,1_3_10,battery,soc,70.62,3.92
2025-01-16T00:09:02,1_2_7,battery,soc,70.92,3.91
2025-01-16T00:09:02,1_3_10,battery,soc,70.59,3.93
2025-01-16T00:10:18,1_2_7,battery,soc,70.89,3.86
2025-01-16T00:10:18,1_3_10,battery,soc,70.55,3.75
2025-01-16T00:11:38,1_2_7,battery,soc,70.87,3.96
2025-01-16T00:11:38,1_3_10,battery,soc,70.52,3.79
2025-01-16T00:12:43,1_2_7,battery,soc,70.83,3.97
2025-01-16T00:12:43,1_3_10,battery,soc,70.48,3.8
2025-01-16T00:14:12,1_2_7,battery,soc,70.81,3.71
2025-01-16T00:14:12,1_3_10,battery,soc,70.47,3.8
2025-01-16T00:15:36,1_2_7,battery,soc,70.76,3.76
2025-01-16T00:15:36,1_3_10,battery,soc,70.45,3.79
2025-01-16T00:16:57,1_2_7,battery,soc,70.72,3.81
2025-01-16T00:16:57,1_3_10,battery,soc,70.44,3.85
2025-01-16T00:18:03,1_2_7,battery,soc,70.68,3.86
2025-01-16T00:18:03,1_3_10,battery,soc,70.42,3.85
2025-01-16T00:19:20,1_2_7,battery,soc,70.66,3.91
2025-01-16T00:19:20,1_3_10,battery,soc,70.4,3.77
2025-01-16T00:20:26,1_2_7,battery,soc,70.61,3.94
2025-01-16T00:20:26,1_3_10,battery,soc,70.36,3.86
2025-01-16T00:21:43,1_2_7,battery,soc,70.58,3.75
2025-01-16T00:21:43,1_3_10,battery,soc,70.34,3.95
2025-01-16T00:22:45,1_2_7,battery,soc,70.54,4.0
2025-01-16T00:22:45,1_3_10,battery,soc,70.32,3.75
2025-01-16T00:23:58,1_2_7,battery,soc,70.53,3.92
2025-01-16T00:23:58,1_3_10,battery,soc,70.28,4.0
2025-01-16T00:25:13,1_2_7,battery,soc,70.5,3.9
2025-01-16T00:25:13,1_3_10,battery,soc,70.26,3.73
2025-01-16T00:26:42,1_2_7,battery,soc,70.46,3.88
2025-01-16T00:26:42,1_3_10,battery,soc,70.23,3.95
2025-01-16T00:28:04,1_2_7,battery,soc,70.44,3.79
2025-01-16T00:28:04,1_3_10,battery,soc,70.2,3.78
2025-01-16T00:29:25,1_2_7,battery,soc,70.41,3.95
2025-01-16T00:29:25,1_3_10,battery,soc,70.16,3.72
2025-01-16T00:30:34,1_2_7,battery,soc,70.39,3.86
2025-01-16T00:30:34,1_3_10,battery,soc,70.13,3.73
2025-01-16T00:31:55,1_2_7,battery,soc,70.35,3.94
2025-01-16T00:31:55,1_3_10,battery,soc,70.11,3.73
2025-01-16T00:33:25,1_2_7,battery,soc,70.3,3.82
2025-01-16T00:33:25,1_3_10,battery,soc,70.06,3.91
2025-01-16T00:34:49,1_2_7,battery,soc,70.28,3.86
2025-01-16T00:34:49,1_3_10,battery,soc,70.05,3.72
2025-01-16T00:35:51,1_2_7,battery,soc,70.25,3.72
2025-01-16T00:35:51,1_3_10,battery,soc,70.04,3.89
2025-01-16T00:37:05,1_2_7,battery,soc,70.2,4.0
2025-01-16T00:37:05,1_3_10,battery,soc,70.0,3.74
2025-01-16T00:38:25,1_2_7,battery,soc,70.18,3.93
2025-01-16T00:38:25,1_3_10,battery,soc,69.96,3.93
2025-01-16T00:39:27,1_2_7,battery,soc,70.14,3.9
2025-01-16T00:39:27,1_3_10,battery,soc,69.92,3.85
2025-01-16T00:40:36,1_2_7,battery,soc,70.13,3.71
2025-01-16T00:40:36,1_3_10,battery,soc,69.88,3.72
2025-01-16T00:41:44,1_2_7,battery,soc,70.09,3.92
2025-01-16T00:41:44,1_3_10,battery,soc,69.84,3.92
2025-01-16T00:43:09,1_2_7,battery,soc,70.04,3.91
2025-01-16T00:43:09,1_3_10,battery,soc,69.83,3.89
2025-01-16T00:44:11,1_2_7,battery,soc,70.0,3.96
