timestamp,value,bucket,day
2025-01-05 11:00:00,bed,1_4_13,2025-01-05
2025-01-05 11:01:18,bed,1_4_13,2025-01-05
2025-01-05 11:02:26,bed,1_4_13,2025-01-05
2025-01-05 11:03:30,bed,1_4_13,2025-01-05
2025-01-05 11:04:44,bed,1_4_13,2025-01-05
2025-01-05 11:05:57,bed,1_4_13,2025-01-05
2025-01-05 11:07:08,bed,1_4_13,2025-01-05
2025-01-05 11:08:11,bed,1_4_13,2025-01-05
2025-01-05 11:09:12,bed,1_4_13,2025-01-05
2025-01-05 11:10:19,bed,1_4_13,2025-01-05
2025-01-05 11:11:25,bed,1_4_13,2025-01-05
2025-01-05 11:12:26,bed,1_4_13,2025-01-05
2025-01-05 11:13:44,bathroom,1_3_11,2025-01-05
2025-01-05 11:14:58,bathroom,1_3_11,2025-01-05
2025-01-05 11:16:14,bathroom,1_3_11,2025-01-05
2025-01-05 11:17:33,bathroom,1_3_11,2025-01-05
2025-01-05 11:18:51,bathroom,1_3_11,2025-01-05
2025-01-05 11:19:52,bathroom,1_3_11,2025-01-05
2025-01-05 11:21:07,bathroom,1_3_11,2025-01-05
2025-01-05 11:22:10,bathroom,1_3_11,2025-01-05
2025-01-05 11:23:28,bathroom,1_3_11,2025-01-05
2025-01-05 11:24:43,bathroom,1_3_11,2025-01-05
2025-01-05 11:25:56,bathroom,1_3_11,2025-01-05
2025-01-05 11:27:04,bathroom,1_3_11,2025-01-05
2025-01-05 11:28:09,bathroom,1_3_11,2025-01-05
2025-01-05 11:29:20,bathroom,1_3_11,2025-01-05
2025-01-05 11:30:35,bathroom,1_3_11,2025-01-05
2025-01-05 11:32:51,door,1_3_14,2025-01-05
2025-01-05 11:34:06,door,1_3_14,2025-01-05
2025-01-05 11:35:14,door,1_3_14,2025-01-05
2025-01-05 11:35:14,corridor,1_2_2,2025-01-05
2025-01-05 11:36:22,corridor,1_2_2,2025-01-05
2025-01-05 11:37:35,corridor,1_2_2,2025-01-05
2025-01-05 11:38:43,corridor,1_2_2,2025-01-05
2025-01-05 11:39:49,corridor,1_2_2,2025-01-05
2025-01-05 11:40:56,corridor,1_2_2,2025-01-05
2025-01-05 11:41:56,corridor,1_2_2,2025-01-05
2025-01-05 11:43:01,corridor,1_2_2,2025-01-05
2025-01-05 11:44:11,corridor,1_2_2,2025-01-05
2025-01-05 11:45:16,corridor,1_2_2,2025-01-05
2025-01-05 11:46:36,corridor,1_2_2,2025-01-05
2025-01-05 11:47:45,corridor,1_2_2,2025-01-05
2025-01-05 11:48:57,corridor,1_2_2,2025-01-05
2025-01-05 11:50:07,corridor,1_2_2,2025-01-05
2025-01-05 11:51:24,corridor,1_2_2,2025-01-05
2025-01-05 11:52:35,corridor,1_2_2,2025-01-05
2025-01-05 11:53:51,corridor,1_2_2,2025-01-05
2025-01-05 11:55:06,corridor,1_2_2,2025-01-05
2025-01-05 11:56:11,corridor,1_2_2,2025-01-05
2025-01-05 11:57:25,corridor,1_2_2,2025-01-05
2025-01-05 11:58:31,corridor,1_2_2,2025-01-05
2025-01-05 11:59:46,corridor,1_2_2,2025-01-05
2025-01-05 12:00:52,corridor,1_2_2,2025-01-05
2025-01-05 12:02:06,corridor,1_2_2,2025-01-05
2025-01-05 12:03:08,corridor,1_2_2,2025-01-05
2025-01-05 12:04:20,corridor,1_2_2,2025-01-05
2025-01-05 12:05:40,corridor,1_2_2,2025-01-05
2025-01-05 12:06:42,corridor,1_2_2,2025-01-05
2025-01-05 12:07:52,corridor,1_2_2,2025-01-05
2025-01-05 12:09:07,corridor,1_2_2,2025-01-05
2025-01-05 12:10:14,corridor,1_2_2,2025-01-05
2025-01-05 12:11:27,corridor,1_2_2,2025-01-05
2025-01-05 12:12:32,corridor,1_2_2,2025-01-05
2025-01-05 12:13:33,corridor,1_2_2,2025-01-05
2025-01-05 12:14:49,corridor,1_2_2,2025-01-05
2025-01-05 12:15:50,corridor,1_2_2,2025-01-05
2025-01-05 12:16:54,corridor,1_2_2,2025-01-05
2025-01-05 12:18:06,corridor,1_2_2,2025-01-05
2025-01-05 12:19:12,corridor,1_2_2,2025-01-05
2025-01-05 12:20:27,corridor,1_2_2,2025-01-05
2025-01-05 12:21:43,corridor,1_2_2,2025-01-05
2025-01-05 12:22:51,corridor,1_2_2,2025-01-05
2025-01-05 12:24:10,corridor,1_2_2,2025-01-05
2025-01-05 12:25:30,corridor,1_2_2,2025-01-05
2025-01-05 12:26:35,corridor,1_2_2,2025-01-05
2025-01-05 12:27:39,corridor,1_2_2,2025-01-05
2025-01-05 12:28:50,corridor,1_2_2,2025-01-05
2025-01-05 12:29:58,corridor,1_2_2,2025-01-05
2025-01-05 12:31:03,corridor,1_2_2,2025-01-05
2025-01-05 12:32:06,corridor,1_2_2,2025-01-05
2025-01-05 12:33:25,corridor,1_2_2,2025-01-05
2025-01-05 12:34:37,corridor,1_2_2,2025-01-05
2025-01-05 12:35:54,corridor,1_2_2,2025-01-05
2025-01-05 12:37:12,corridor,1_2_2,2025-01-05
2025-01-05 12:38:18,corridor,1_2_2,2025-01-05
2025-01-05 12:39:18,corridor,1_2_2,2025-01-05
2025-01-05 12:40:19,corridor,1_2_2,2025-01-05
2025-01-05 12:41:30,corridor,1_2_2,2025-01-05
2025-01-05 12:42:40,corridor,1_2_2,2025-01-05
2025-01-05 12:43:48,corridor,1_2_2,2025-01-05
2025-01-05 12:44:56,corridor,1_2_2,2025-01-05
2025-01-05 12:46:02,corridor,1_2_2,2025-01-05
2025-01-05 12:47:10,corridor,1_2_2,2025-01-05
2025-01-05 12:48:29,corridor,1_2_2,2025-01-05
2025-01-05 12:49:38,corridor,1_2_2,2025-01-05
2025-01-05 12:50:45,corridor,1_2_2,2025-01-05
2025-01-05 12:51:46,corridor,1_2_2,2025-01-05
2025-01-05 12:52:53,corridor,1_2_2,2025-01-05
2025-01-05 12:53:54,corridor,1_2_2,2025-01-05
2025-01-05 12:54:59,corridor,1_2_2,2025-01-05
2025-01-05 12:55:59,corridor,1_2_2,2025-01-05
2025-01-05 12:57:10,corridor,1_2_2,2025-01-05
2025-01-05 12:58:28,corridor,1_2_2,2025-01-05
2025-01-05 12:59:39,corridor,1_2_2,2025-01-05
2025-01-05 13:00:54,corridor,1_2_2,2025-01-05
2025-01-05 13:02:13,corridor,1_2_2,2025-01-05
2025-01-05 13:03:32,corridor,1_2_2,2025-01-05
2025-01-05 13:04:43,corridor,1_2_2,2025-01-05
2025-01-05 13:05:50,corridor,1_2_2,2025-01-05
2025-01-05 13:06:50,corridor,1_2_2,2025-01-05
2025-01-05 13:08:09,corridor,1_2_2,2025-01-05
2025-01-05 13:09:29,corridor,1_2_2,2025-01-05
2025-01-05 13:10:47,corridor,1_2_2,2025-01-05
2025-01-05 13:12:05,corridor,1_2_2,2025-01-05
2025-01-05 13:13:25,corridor,1_2_2,2025-01-05
2025-01-05 13:14:31,corridor,1_2_2,2025-01-05
2025-01-05 13:15:50,corridor,1_2_2,2025-01-05
2025-01-05 13:17:03,corridor,1_2_2,2025-01-05
2025-01-05 13:18:11,corridor,1_2_2,2025-01-05
2025-01-05 13:19:22,corridor,1_2_2,2025-01-05
2025-01-05 13:20:41,corridor,1_2_2,2025-01-05
2025-01-05 13:21:56,corridor,1_2_2,2025-01-05
2025-01-05 13:23:02,corridor,1_2_2,2025-01-05
2025-01-05 13:24:11,corridor,1_2_2,2025-01-05
2025-01-05 13:25:11,corridor,1_2_2,2025-01-05
2025-01-05 13:26:16,corridor,1_2_2,2025-01-05
2025-01-05 13:27:17,corridor,1_2_2,2025-01-05
