timestamp,bucket,_measurement,_field,value,voltage
2025-01-15T00:00:00,1_2_7,battery,soc,71.3,3.85
2025-01-15T00:00:00,1_3_10,battery,soc,71.52,3.9
2025-01-15T00:01:03,1_2_7,battery,soc,71.27,3.89
2025-01-15T00:01:03,1_3_10,battery,soc,71.5,3.87
2025-01-15T00:02:13,1_2_7,battery,soc,71.22,3.95
2025-01-15T00:02:13,1_3_10,battery,soc,71.48,3.89
2025-01-15T00:03:35,1_2_7,battery,soc,71.18,3.87
2025-01-15T00:03:35,1_3_10,battery,soc,71.46,3.77
2025-01-15T00:04:54,1_2_7,battery,soc,71.15,3.94
2025-01-15T00:04:54,1_3_10,battery,soc,71.43,3.91
2025-01-15T00:06:03,1_2_7,battery,soc,71.13,3.71
2025-01-15T00:06:03,1_3_10,battery,soc,71.42,3.82
2025-01-15T00:07:10,1_2_7,battery,soc,71.08,3.92
2025-01-15T00:07:10,1_3_10,battery,soc,71.38,3.98
2025-01-15T00:08:31,1_2_7,battery,soc,71.06,3.96
2025-01-15T00:08:31,1_3_10,battery,soc,71.37,3.9
2025-01-15T00:09:36,1_2_7,battery,soc,71.02,3.84
2025-01-15T00:09:36,1_3_10,battery,soc,71.32,3.8
2025-01-15T00:10:58,1_2_7,battery,soc,70.99,3.82
2025-01-15T00:10:58,1_3_10,battery,soc,71.31,3.95
2025-01-15T00:11:59,1_2_7,battery,soc,70.96,3.7
2025-01-15T00:11:59,1_3_10,battery,soc,71.3,3.73
2025-01-15T00:13:24,1_2_7,battery,soc,70.94,3.92
2025-01-15T00:13:24,1_3_10,battery,soc,71.27,3.88
2025-01-15T00:14:24,1_2_7,battery,soc,70.92,3.86
2025-01-15T00:14:24,1_3_10,battery,soc,71.24,3.72
2025-01-15T00:15:42,1_2_7,battery,soc,70.88,3.78
2025-01-15T00:15:42,1_3_10,battery,soc,71.22,3.87
2025-01-15T00:16:50,1_2_7,battery,soc,70.86,3.9
2025-01-15T00:16:50,1_3_10,battery,soc,71.17,3.8
2025-01-15T00:18:00,1_2_7,battery,soc,70.82,3.91
2025-01-15T00:18:00,1_3_10,battery,soc,71.14,3.82
2025-01-15T00:19:04,1_2_7,battery,soc,70.81,3.94
2025-01-15T00:19:04,1_3_10,battery,soc,71.09,3.92
