timestamp,value,bucket,day
2024-12-10 00:00:00,bed,1_4_13,2024-12-10
2024-12-10 00:01:03,bed,1_4_13,2024-12-10
2024-12-10 00:02:17,bed,1_4_13,2024-12-10
2024-12-10 00:03:31,bed,1_4_13,2024-12-10
2024-12-10 00:04:34,bed,1_4_13,2024-12-10
2024-12-10 00:05:39,bed,1_4_13,2024-12-10
2024-12-10 00:06:55,bed,1_4_13,2024-12-10
2024-12-10 00:08:08,bed,1_4_13,2024-12-10
2024-12-10 00:09:13,bed,1_4_13,2024-12-10
2024-12-10 00:10:21,bed,1_4_13,2024-12-10
2024-12-10 00:11:24,bed,1_4_13,2024-12-10
2024-12-10 00:12:26,bed,1_4_13,2024-12-10
2024-12-10 00:13:38,bed,1_4_13,2024-12-10
2024-12-10 00:14:42,bed,1_4_13,2024-12-10
2024-12-10 00:15:49,bed,1_4_13,2024-12-10
2024-12-10 00:17:04,bed,1_4_13,2024-12-10
2024-12-10 00:18:21,bed,1_4_13,2024-12-10
2024-12-10 00:19:40,bed,1_4_13,2024-12-10
2024-12-10 00:20:54,bed,1_4_13,2024-12-10
2024-12-10 00:22:00,bed,1_4_13,2024-12-10
2024-12-10 00:23:09,bed,1_4_13,2024-12-10
2024-12-10 00:24:17,bed,1_4_13,2024-12-10
2024-12-10 00:25:35,bed,1_4_13,2024-12-10
2024-12-10 00:26:45,bed,1_4_13,2024-12-10
2024-12-10 00:27:48,bed,1_4_13,2024-12-10
2024-12-10 00:28:48,bed,1_4_13,2024-12-10
2024-12-10 00:29:57,bed,1_4_13,2024-12-10
2024-12-10 00:31:04,bed,1_4_13,2024-12-10
2024-12-10 00:32:09,bed,1_4_13,2024-12-10
2024-12-10 00:33:18,bed,1_4_13,2024-12-10
2024-12-10 00:34:26,bed,1_4_13,2024-12-10
2024-12-10 00:35:26,bed,1_4_13,2024-12-10
2024-12-10 00:36:27,bed,1_4_13,2024-12-10
2024-12-10 00:37:30,bed,1_4_13,2024-12-10
2024-12-10 00:38:50,bed,1_4_13,2024-12-10
2024-12-10 00:40:07,bed,1_4_13,2024-12-10
2024-12-10 00:41:20,bed,1_4_13,2024-12-10
2024-12-10 00:42:22,bed,1_4_13,2024-12-10
2024-12-10 00:43:34,bed,1_4_13,2024-12-10
2024-12-10 00:44:41,bed,1_4_13,2024-12-10
2024-12-10 00:45:59,bed,1_4_13,2024-12-10
2024-12-10 00:47:04,bed,1_4_13,2024-12-10
2024-12-10 00:48:12,bed,1_4_13,2024-12-10
2024-12-10 00:49:28,bed,1_4_13,2024-12-10
2024-12-10 00:50:34,bed,1_4_13,2024-12-10
2024-12-10 00:51:42,bed,1_4_13,2024-12-10
2024-12-10 00:52:52,bed,1_4_13,2024-12-10
2024-12-10 00:54:11,bed,1_4_13,2024-12-10
2024-12-10 00:55:26,bed,1_4_13,2024-12-10
2024-12-10 00:56:42,bed,1_4_13,2024-12-10
2024-12-10 00:57:52,bed,1_4_13,2024-12-10
2024-12-10 00:59:02,bed,1_4_13,2024-12-10
2024-12-10 01:00:06,bed,1_4_13,2024-12-10
2024-12-10 01:01:20,bed,1_4_13,2024-12-10
2024-12-10 01:02:24,bed,1_4_13,2024-12-10
2024-12-10 01:03:44,bed,1_4_13,2024-12-10
2024-12-10 01:04:48,bed,1_4_13,2024-12-10
2024-12-10 01:05:53,bed,1_4_13,2024-12-10
2024-12-10 01:06:57,bed,1_4_13,2024-12-10
2024-12-10 01:08:11,bed,1_4_13,2024-12-10
2024-12-10 01:09:15,bed,1_4_13,2024-12-10
2024-12-10 01:10:31,bed,1_4_13,2024-12-10
2024-12-10 01:11:43,bed,1_4_13,2024-12-10
2024-12-10 01:12:58,bed,1_4_13,2024-12-10
2024-12-10 01:14:00,bed,1_4_13,2024-12-10
2024-12-10 01:15:20,bed,1_4_13,2024-12-10
2024-12-10 01:16:26,bed,1_4_13,2024-12-10
2024-12-10 01:17:39,bed,1_4_13,2024-12-10
2024-12-10 01:18:46,bed,1_4_13,2024-12-10
2024-12-10 01:19:50,bed,1_4_13,2024-12-10
2024-12-10 01:21:05,bed,1_4_13,2024-12-10
2024-12-10 01:22:25,bed,1_4_13,2024-12-10
2024-12-10 01:23:44,bed,1_4_13,2024-12-10
2024-12-10 01:24:57,bed,1_4_13,2024-12-10
2024-12-10 01:26:01,bed,1_4_13,2024-12-10
2024-12-10 01:27:02,bed,1_4_13,2024-12-10
2024-12-10 01:28:03,bed,1_4_13,2024-12-10
2024-12-10 01:29:06,bed,1_4_13,2024-12-10
2024-12-10 01:30:25,bed,1_4_13,2024-12-10
2024-12-10 01:31:28,bed,1_4_13,2024-12-10
2024-12-10 01:32:35,bed,1_4_13,2024-12-10
2024-12-10 01:33:50,bed,1_4_13,2024-12-10
2024-12-10 01:34:53,bed,1_4_13,2024-12-10
2024-12-10 01:36:10,bed,1_4_13,2024-12-10
2024-12-10 01:37:10,bed,1_4_13,2024-12-10
2024-12-10 01:38:16,bed,1_4_13,2024-12-10
2024-12-10 01:39:23,bed,1_4_13,2024-12-10
2024-12-10 01:40:23,bed,1_4_13,2024-12-10
2024-12-10 01:41:30,bed,1_4_13,2024-12-10
2024-12-10 01:42:38,bed,1_4_13,2024-12-10
2024-12-10 01:43:56,bed,1_4_13,2024-12-10
2024-12-10 01:45:02,bed,1_4_13,2024-12-10
2024-12-10 01:46:20,bed,1_4_13,2024-12-10
2024-12-10 01:47:38,bed,1_4_13,2024-12-10
2024-12-10 01:48:44,bed,1_4_13,2024-12-10
2024-12-10 01:49:59,bed,1_4_13,2024-12-10
2024-12-10 01:51:08,bed,1_4_13,2024-12-10
2024-12-10 01:52:21,bed,1_4_13,2024-12-10
2024-12-10 01:53:28,bed,1_4_13,2024-12-10
2024-12-10 01:54:43,bed,1_4_13,2024-12-10
2024-12-10 01:56:00,bed,1_4_13,2024-12-10
2024-12-10 01:57:06,bed,1_4_13,2024-12-10
2024-12-10 01:58:17,bed,1_4_13,2024-12-10
2024-12-10 01:59:31,bed,1_4_13,2024-12-10
2024-12-10 02:00:47,bed,1_4_13,2024-12-10
2024-12-10 02:02:02,bed,1_4_13,2024-12-10
2024-12-10 02:03:17,bed,1_4_13,2024-12-10
2024-12-10 02:04:29,bed,1_4_13,2024-12-10
2024-12-10 02:05:49,bed,1_4_13,2024-12-10
2024-12-10 02:06:58,bed,1_4_13,2024-12-10
2024-12-10 02:08:11,bed,1_4_13,2024-12-10
2024-12-10 02:09:19,bed,1_4_13,2024-12-10
2024-12-10 02:10:38,bed,1_4_13,2024-12-10
2024-12-10 02:11:54,bed,1_4_13,2024-12-10
2024-12-10 02:12:54,bed,1_4_13,2024-12-10
2024-12-10 02:13:54,bed,1_4_13,2024-12-10
2024-12-10 02:15:12,bed,1_4_13,2024-12-10
2024-12-10 02:16:21,bed,1_4_13,2024-12-10
2024-12-10 02:17:31,bed,1_4_13,2024-12-10
2024-12-10 02:18:40,bed,1_4_13,2024-12-10
2024-12-10 02:20:00,bed,1_4_13,2024-12-10
2024-12-10 02:21:15,bed,1_4_13,2024-12-10
2024-12-10 02:22:18,bed,1_4_13,2024-12-10
2024-12-10 02:23:37,bed,1_4_13,2024-12-10
2024-12-10 02:24:56,bed,1_4_13,2024-12-10
2024-12-10 02:26:09,bed,1_4_13,2024-12-10
2024-12-10 02:27:15,bed,1_4_13,2024-12-10
2024-12-10 02:28:30,bed,1_4_13,2024-12-10
2024-12-10 02:29:46,bed,1_4_13,2024-12-10
2024-12-10 02:30:52,bed,1_4_13,2024-12-10
2024-12-10 02:31:53,bed,1_4_13,2024-12-10
2024-12-10 02:33:12,bed,1_4_13,2024-12-10
2024-12-10 02:34:19,bed,1_4_13,2024-12-10
2024-12-10 02:35:21,bed,1_4_13,2024-12-10
2024-12-10 02:36:33,bed,1_4_13,2024-12-10
2024-12-10 02:37:33,bed,1_4_13,2024-12-10
2024-12-10 02:38:43,bed,1_4_13,2024-12-10
2024-12-10 02:40:01,bed,1_4_13,2024-12-10
2024-12-10 02:41:16,bed,1_4_13,2024-12-10
2024-12-10 02:42:19,bed,1_4_13,2024-12-10
2024-12-10 02:43:25,bed,1_4_13,2024-12-10
2024-12-10 02:44:39,bed,1_4_13,2024-12-10
2024-12-10 02:45:47,bed,1_4_13,2024-12-10
2024-12-10 02:46:48,bed,1_4_13,2024-12-10
2024-12-10 02:47:57,bed,1_4_13,2024-12-10
