timestamp,bucket,_measurement,_field,value,voltage
2025-01-19T00:00:00,1_2_7,battery,soc,70.81,3.83
2025-01-19T00:00:00,1_3_10,battery,soc,71.17,3.92
2025-01-19T00:01:24,1_2_7,battery,soc,70.78,3.82
2025-01-19T00:01:24,1_3_10,battery,soc,71.16,3.9
2025-01-19T00:02:42,1_2_7,battery,soc,70.75,3.93
2025-01-19T00:02:42,1_3_10,battery,soc,71.11,3.76
2025-01-19T00:03:56,1_2_7,battery,soc,70.72,3.86
2025-01-19T00:03:56,1_3_10,battery,soc,71.08,3.8
2025-01-19T00:05:06,1_2_7,battery,soc,70.69,3.75
2025-01-19T00:05:06,1_3_10,battery,soc,71.05,3.97
2025-01-19T00:06:29,1_2_7,battery,soc,70.65,3.72
2025-01-19T00:06:29,1_3_10,battery,soc,71.01,3.97
2025-01-19T00:07:56,1_2_7,battery,soc,70.62,3.94
2025-01-19T00:07:56,1_3_10,battery,soc,70.99,3.87
2025-01-19T00:09:22,1_2_7,battery,soc,70.59,3.95
2025-01-19T00:09:22,1_3_10,battery,soc,70.96,3.95
2025-01-19T00:10:34,1_2_7,battery,soc,70.57,3.89
2025-01-19T00:10:34,1_3_10,battery,soc,70.94,3.81
2025-01-19T00:11:59,1_2_7,battery,soc,70.53,3.86
2025-01-19T00:11:59,1_3_10,battery,soc,70.93,3.76
2025-01-19T00:13:05,1_2_7,battery,soc,70.51,3.89
2025-01-19T00:13:05,1_3_10,battery,soc,70.89,3.96
2025-01-19T00:14:34,1_2_7,battery,soc,70.48,3.86
2025-01-19T00:14:34,1_3_10,battery,soc,70.85,3.82
2025-01-19T00:15:46,1_2_7,battery,soc,70.46,3.71
2025-01-19T00:15:46,1_3_10,battery,soc,70.82,3.97
2025-01-19T00:17:03,1_2_7,battery,soc,70.43,3.82
2025-01-19T00:17:03,1_3_10,battery,soc,70.79,3.81
2025-01-19T00:18:14,1_2_7,battery,soc,70.42,3.8
2025-01-19T00:18:14,1_3_10,battery,soc,70.78,3.96
2025-01-19T00:19:36,1_2_7,battery,soc,70.39,3.79
2025-01-19T00:19:36,1_3_10,battery,soc,70.74,3.79
2025-01-19T00:21:06,1_2_7,battery,soc,70.35,3.8
2025-01-19T00:21:06,1_3_10,battery,soc,70.71,3.8
2025-01-19T00:22:27,1_2_7,battery,soc,70.32,3.86
2025-01-19T00:22:27,1_3_10,battery,soc,70.68,3.86
2025-01-19T00:23:44,1_2_7,battery,soc,70.28,3.82
2025-01-19T00:23:44,1_3_10,battery,soc,70.63,3.8
2025-01-19T00:24:44,1_2_7,battery,soc,70.24,3.86
2025-01-19T00:24:44,1_3_10,battery,soc,70.59,3.92
2025-01-19T00:25:51,1_2_7,battery,soc,70.2,3.76
2025-01-19T00:25:51,1_3_10,battery,soc,70.57,3.86
2025-01-19T00:27:00,1_2_7,battery,soc,70.17,3.93
2025-01-19T00:27:00,1_3_10,battery,soc,70.53,3.77
2025-01-19T00:28:22,1_2_7,battery,soc,70.12,3.75
2025-01-19T00:28:22,1_3_10,battery,soc,70.5,3.97
2025-01-19T00:29:34,1_2_7,battery,soc,70.08,3.81
2025-01-19T00:29:34,1_3_10,battery,soc,70.49,3.8
2025-01-19T00:31:04,1_2_7,battery,soc,70.06,3.88
2025-01-19T00:31:04,1_3_10,battery,soc,70.45,3.86
2025-01-19T00:32:19,1_2_7,battery,soc,70.02,3.8
2025-01-19T00:32:19,1_3_10,battery,soc,70.41,3.85
2025-01-19T00:33:46,1_2_7,battery,soc,69.99,3.89
2025-01-19T00:33:46,1_3_10,battery,soc,70.39,3.94
2025-01-19T00:35:07,1_2_7,battery,soc,69.95,3.85
2025-01-19T00:35:07,1_3_10,battery,soc,70.37,3.9
2025-01-19T00:36:33,1_2_7,battery,soc,69.9,3.86
2025-01-19T00:36:33,1_3_10,battery,soc,70.33,3.93
2025-01-19T00:38:01,1_2_7,battery,soc,69.85,3.94
2025-01-19T00:38:01,1_3_10,battery,soc,70.3,3.74
2025-01-19T00:39:28,1_2_7,battery,soc,69.81,3.83
2025-01-19T00:39:28,1_3_10,battery,soc,70.28,3.83
2025-01-19T00:40:57,1_2_7,battery,soc,69.77,3.8
2025-01-19T00:40:57,1_3_10,battery,soc,70.24,3.81
2025-01-19T00:42:09,1_2_7,battery,soc,69.74,3.93
2025-01-19T00:42:09,1_3_10,battery,soc,70.2,3.82
2025-01-19T00:43:37,1_2_7,battery,soc,69.71,3.91
2025-01-19T00:43:37,1_3_10,battery,soc,70.17,3.92
2025-01-19T00:44:48,1_2_7,battery,soc,69.69,3.75
2025-01-19T00:44:48,1_3_10,battery,soc,70.16,3.8
2025-01-19T00:46:10,1_2_7,battery,soc,69.67,3.96
2025-01-19T00:46:10,1_3_10,battery,soc,70.14,3.92
2025-01-19T00:47:14,1_2_7,battery,soc,69.62,3.84
2025-01-19T00:47:14,1_3_10,battery,soc,70.1,3.87
2025-01-19T00:48:44,1_2_7,battery,soc,69.61,3.81
2025-01-19T00:48:44,1_3_10,battery,soc,70.06,3.77
2025-01-19T00:49:49,1_2_7,battery,soc,69.59,3.98
